-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,8.536096766605631,8.585371614796149,7.956740480752236,7.441603098861079,6.747620790082619,6.815042576822621,
Cascais,9.847578888919692,10.026502458360415,9.911880165805442,9.447167348796697,8.880861280925114,9.707498594676153,
Lisboa,10.447153651636839,11.363050979851018,10.198968520461845,10.217714946484858,10.518605966321713,9.856792826252493,
Loures,7.455483152551331,6.854960438575095,6.389321269462107,6.7922149972921995,5.744212627303629,5.846376467415817,
Mafra,6.469926513203033,6.362408883916663,6.235196202550487,5.4359328909478135,6.134227788207152,7.041973658866652,
Odivelas,7.702137679973823,7.20828894723219,7.590580297843603,7.122078579445962,6.247495795802527,7.094550932412583,
Oeiras,9.360897109649441,9.226306942843191,9.815129800132627,8.447235165911477,7.690835710769168,9.00081479976853,
Sintra,6.856513153058684,6.85521756950319,6.1455785204332996,6.298980194858372,6.2499915675777595,6.186386705130654,
VilaFrancaDeXira,6.491221771413936,6.3179290987524634,5.901815578348327,6.109778453794139,5.525229025271444,5.927332400934244,
Alcochete,6.626707502198412,6.060536163522012,6.335934589294337,5.877935457766775,4.778304559325151,6.107098095897049,
Almada,8.200812274303072,7.38011809636977,6.934779600201063,7.367719662557349,6.998477109280557,7.089891686801992,
Barreiro,6.781920420637025,6.673897225065727,6.760656927392878,5.600267673179808,5.880758373287746,6.549603832683029,
Moita,5.846435447608858,5.617365775964995,5.376562526969877,5.017276609972325,5.189347175628112,4.639683347723485,
Montijo,5.830355226550202,5.729704642782009,5.300510593686155,5.424522665869759,5.935775667148106,6.300636331620279,
Palmela,5.495364368968046,5.0366435047235765,5.784472738477352,5.92395338500003,6.261707056715423,5.230627133758146,
Seixal,6.682195489789867,6.281958686923431,5.770377556682874,6.014330383963543,6.16160803002464,6.623609041217795,
Sesimbra,6.173660095093808,6.016932155856374,5.277796009506046,4.996119028124594,4.667982591952947,5.491342119513799,
Setubal,6.149211982372722,5.871129309152469,6.115894882991392,5.380496257881496,5.412327276812215,5.5605325508259185,
