Year,Birth Rate,Mortality Rate,Divorces,
2021,49.85439459048418,14.613791944297299,2.507772497748151,
2022,47.60677877810273,15.975100219099469,2.3279562346652263,
2023,48.21702529495038,15.905363000953383,2.557082695706998,
