-;2021Q1;2021Q2;2021Q3;2021Q4;2022Q1;
Amadora;1686.0;1659.468224303308;1603.3692241313997;1555.747554805473;1535.7309464855557;
Cascais;2704.8414681053337;2793.927562456417;2551.7116661056043;2561.48097384483;3464.029075443873;
Lisboa;2990.2723825473477;3081.456160263187;2867.2350004485;2949.709427252571;2672.450388224129;
Loures;1667.0;1669.2331542652237;1585.3004131833;1540.1120484963508;1498.1392652123618;
Mafra;1606.974577464587;1595.1068908015245;1515.4555407850078;1525.1593357406766;1426.273839034135;
Odivelas;2144.4457681652166;1964.9121825445745;1960.9134005177257;1789.201962495737;1773.7152991600808;
Oeiras;2723.379567847553;3239.5360680761537;4552.058086714048;6165.933378734315;7252.135720092815;
Sintra;1901.1016849820783;2236.388841867967;2829.115754564109;2993.538396100954;3012.9369490917156;
VilaFrancaDeXira;1756.3562653181955;1430.3435580815612;1355.194760195203;1280.4867956369767;1265.2295108431163;
Alcochete;1416.88;1395.6624;1354.2098310576;1305.3456136868097;1265.2370974714815;
Almada;1735.47;1706.4119894842797;1667.0855574747002;1615.0032117804274;1566.6943191852624;
Barreiro;1261.3560082509803;1212.8273022170679;1221.4362673481576;1273.1906367751524;1440.7803303438848;
Moita;995.8708237586617;970.3850863379022;938.6732900889294;908.9035240115012;881.9081804448355;
Montijo;1385.5186403027456;1336.8564;1296.2418860091702;1253.7893610693657;1221.2413788088893;
Palmela;1422.128494788116;1319.6649179470407;1210.4338469740105;1187.572421728733;1152.300333230968;
Seixal;1514.0150912133852;1538.9819758307337;2355.3575723886443;1632.100723043768;2649.4123967298183;
Sesimbra;1585.6817307313609;1547.9465597068179;1494.0053683929002;1480.2302628807852;1409.588422240073;
Setubal;1395.389569633911;1293.4055564846988;1275.7082813668958;1273.5033426159903;1268.4080125128955;
