-,2021,
Amadora,2713,
Cascais,1772,
Lisboa,6156,
Loures,2728,
Mafra,792,
Odivelas,1748,
Oeiras,2061,
Sintra,5051,
VilaFrancaDeXira,1745,
Alcochete,143,
Almada,2597,
Barreiro,1173,
Moita,905,
Montijo,807,
Palmela,691,
Seixal,1862,
Sesimbra,441,
Setubal,1692,
