Year,Birth Rate,Mortality Rate,Divorces,
2021,61.445908259196024,15.049147549707111,2.5605464557258824,
2022,59.81719376738241,14.804141762938613,2.874120328077928,
2023,57.51625433028294,15.662965313676134,2.90105970515945,
