-;2021Q1;2021Q2;2021Q3;2021Q4;2022Q1;
Amadora;1686.0;1657.8406232962243;1602.1961111607675;1555.747554805473;1544.3290976860555;
Cascais;2803.1234782172323;2822.595884612606;2860.2484211829274;2563.187567032797;3176.1903951636887;
Lisboa;3003.4706354700274;3078.3986031564996;2867.2350004485;2954.6256012186986;2674.886208063919;
Loures;1667.0;1650.9418582673845;1585.3004131833;1545.4251077959393;1492.5288698492802;
Mafra;1606.974577464587;1589.2867936872515;1525.7041862637743;1511.4164607234145;1525.176264448548;
Odivelas;2099.051904492092;1979.4546523672782;2011.721063755173;1789.201962495737;1760.664122862718;
Oeiras;2682.3815517974635;3413.2799623214073;4523.258528778439;5927.3464286015715;5076.265261176537;
Sintra;1901.7396294363882;2246.886017808005;2768.2726204916185;3586.7917841434287;3451.6815105104056;
VilaFrancaDeXira;1736.8643380025258;1399.1906439542945;1355.661015730047;1280.4579750748221;1271.8873587548971;
Alcochete;1416.88;1412.301276066666;1347.4387819023118;1313.9884448653581;1274.961674064412;
Almada;1735.47;1683.9248055300002;1704.9099494297209;1601.3957348388224;1569.5279597155297;
Barreiro;1265.7254694348494;1209.4955957708323;1246.1483545543902;1298.0886960049775;1396.694988531145;
Moita;994.2876484936031;968.5511141215768;941.9605326118358;908.9035240115012;881.9081804448355;
Montijo;1382.9589719354894;1323.487836;1296.4256233394171;1253.695941021901;1225.4955929152065;
Palmela;1429.0583534640305;1326.505854103381;1216.2629043508666;1187.572421728733;1152.300333230968;
Seixal;1522.2193330620025;1608.7629074973531;2684.272003426195;1687.4390372059822;2706.008980748175;
Sesimbra;1585.6817307313609;1542.2130711487894;1494.0053683929002;1472.7998239328115;1406.5763974404438;
Setubal;1393.0597867426852;1301.2289428817048;1244.8786553964385;1253.9307031092064;1244.6697567534618;
