-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,2029S1,2029S2,2030S1,2030S2,
Lisboa,9.190401476295673,9.901101058605207,10.262671976784226,10.68317052745636,10.82836123259817,10.938830269291996,11.429823436037267,11.354041444849868,11.558184017805289,11.833218330777047,11.832255740622378,12.087735378632635,12.106719093330401,12.503573913043478,12.418122808508008,12.774921728445614,12.866581772793008,13.422318281698018,13.387058932058295,13.796234721554608,
