-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,2029S1,2029S2,2030S1,2030S2,
Cascais,9.243898867389737,9.602283729104554,10.303502855910457,10.383521884204836,9.941154433569793,11.01925157116866,10.869940793243824,11.89282773194656,10.368762209495248,10.22736439493351,9.97870230493972,11.121258925359708,11.508290740083314,11.564340783659608,11.089192037300256,13.432865711132088,12.290372492227156,11.921689814730952,12.190270561974788,12.49628704512174,
Odivelas,7.227061565434492,7.780189724790944,7.8552112318971155,8.06879043581611,7.8930254379151865,8.603754464965162,8.298698486845318,8.575748961512321,8.738608636338734,8.751269267771034,8.750450715325194,8.772979095137629,9.025939044633562,8.746758657839798,8.920925397159195,8.851889599369617,9.826575100578994,8.649013709847171,9.254624858334363,9.536901032427128,
Setubal,5.770455393712336,5.427048646566222,5.198313962091882,6.132085405993453,5.712559203145652,6.837798077744806,6.667952757221865,6.547218676925949,6.883637740182105,6.27910188641631,6.601063701396967,6.009175668528321,7.0803230852898515,7.016674791197071,7.613827620685441,6.108775909512628,6.674775275006207,7.702557121576606,7.09864494072137,7.352535504660606,
