-,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,
Amadora,1643,1630,1703,1756,1861,2190,2270,2315,2440,2352,
Cascais,2843,2977,2741,2674,2727,2715,2835,2955,3027,2970,
Oeiras,2517,2627,2922,2685,3116,2832,3175,3300,3210,3245,
Odivelas,1771,1742,1886,1968,2099,2198,2298,2347,2428,2472,
Setubal,1285,1507,1560,1720,1900,2136,2313,2415,2513,2492,
