-2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
Amadora,0.4751328508333334,0.154633345,0.021081077416666667,0.017743778916666664,0.006642130666666667,0.0026041666666666665,0.014737483666666667,0.005062336333333333,0.005953317999999999,0.008800621416666666
Cascais,1.046479185833333,1.3780947999999997,0.6314011,1.056251985,1.6013822458333333,2.229940958333333,2.644305441666667,2.9301164583333335,3.0384616083333333,3.4449245250000007
Lisboa,0.6759031291666666,1.2074208416666667,1.436138875,2.2081896999999997,3.5505387249999996,6.208713741666666,7.590439766666666,9.177161141666668,10.464384183333335,11.850872541666666
Loures,0.8439727408333333,0.7771861308333331,0.04402384191666667,0.05877082408333334,0.06412686591666666,0.07603730116666667,0.08044614333333333,0.06463152391666667,0.08180349158333333,0.10344107441666667
Mafra,1.8583597225000001,0.6089443541666667,0.06730008308333334,0.06053771741666666,0.044119357416666664,0.08221313591666667,0.19009855083333335,0.10820537966666667,0.1530092783333333,0.16872510966666665
Odivelas,1.7273511250000002,1.6318748916666668,1.0507509458333333,1.8374591333333334,1.3075994888333333,0.1388701413333333,0.13506423083333333,0.08803303658333334,0.1680632363333333,0.3802017833333333
Oeiras,0.6030892675,0.18872967100000002,0.05039366958333333,0.04898593854166667,0.062225457833333324,0.09605016424999997,0.07950483583333333,0.11917996508333335,0.15899784283333335,0.15878982333333333
Sintra,0.3885338541666667,0.009058176166666668,0.004237723833333333,0.0008090615,0.0012583095833333332,0.0017272943666666665,0.0,0.0026442805583333333,0.0016265754166666666,0.013860473275
VilaFrancaDeXira,0.8903964916666666,0.07116838141666666,0.017717236666666667,0.007173382500000001,0.0,0.0014367816666666668,0.0,0.0,0.0010964912499999999,0.0067369062
Alcochete,2.0194279,0.17390678716666663,0.12220111600000001,0.3255151541666667,0.13023657833333332,0.10654762000000001,0.1262626275,0.004901960833333333,0.03240740766666667,0.07738095416666667
Almada,1.3826538958333334,0.50489890175,0.052425829916666666,0.027785349166666667,0.006728326833333333,0.03423088733333333,0.017671692083333333,0.006766684750000001,0.011035229741666666,0.01917330965
Barreiro,0.2073412725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moita,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montijo,1.31999743,0.05333333416666667,0.0,0.010576923333333335,0.0,0.0043859649999999995,0.004940424333333334,0.004761904916666666,0.001633987,0.011496680583333333
Palmela,0.6962379633333334,0.0,0.0,0.0,0.0,0.0014880953333333332,0.030554986749999995,0.02570063591666667,0.04799252616666667,0.04853152616666667
Seixal,1.4274353236666666,0.020334442624999997,0.0,0.0,0.0,0.0012077295,0.0012254901666666667,0.0,0.0,0.0006613756666666667
Sesimbra,1.4697424874999998,0.1585990375,0.010416666666666666,0.0,0.0,0.014340233416666667,0.047638980416666664,0.04307983616666667,0.12474425574999999,0.8468645233333333
Setubal,0.5963774981666666,0.0028735633333333336,0.0,0.0,0.0,0.0012077295,0.0023369035833333334,0.0016112460000000002,0.009469013041666667,0.029054117416666664
