-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,2029S1,2029S2,2030S1,2030S2,
Cascais,8.847017483118556,9.339185600642518,10.694769143881263,9.746977274385348,10.32398211428135,10.443240429053121,9.96384184348884,11.516906565151096,11.85003131118881,10.786973346698009,12.082061960198342,12.209319060896224,11.907950577484057,12.095411412441479,12.487672787950338,12.391339599994915,12.926376601932876,12.892067727272725,12.555501285336838,12.553205213499039,
Odivelas,6.968578469125439,7.498397748904912,7.43417834786504,8.760456820353905,8.124539499949671,8.868626235253261,7.8999749131201185,8.521978611826995,9.321474296847306,7.582974101490167,8.70836178264546,9.090216298876838,9.627339387140601,8.883472107337793,9.289841988387607,8.346574818254211,9.832945041333558,9.159526018240571,9.309609703724554,9.60746444257623,
Setubal,6.252878983011571,5.856679305193621,7.05669954862489,6.584053418463634,6.280610864488881,6.898373644473525,6.5033211054215725,6.658235188739633,5.730108489730909,7.821524532004762,6.720783838132976,7.510225647911541,6.933701749414473,6.973944553692164,7.340773139850619,8.377956872966545,7.629210201564415,7.909627800429885,7.562682714014904,7.661432773327386,
