-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,2029S1,2029S2,2030S1,2030S2,
Cascais,9.243898867389737,9.602283729104554,10.303502855910457,10.383521884204836,9.941154433569793,11.01925157116866,10.869940793243824,11.89282773194656,10.368762209495248,10.22736439493351,9.97870230493972,11.121258925359708,11.508290740083314,11.564340783659608,11.089192037300256,13.432865711132088,12.290372492227156,11.921689814730952,12.190270561974788,12.49628704512174,
Odivelas,7.227061565434492,7.780189724790944,7.8552112318971155,8.06879043581611,7.8930254379151865,8.603754464965162,8.298698486845318,8.575748961512321,8.738608636338734,8.751269267771034,8.750450715325194,8.772979095137629,9.025939044633562,8.746758657839798,8.920925397159195,8.851889599369617,9.826575100578994,8.649013709847171,9.254624858334363,9.536901032427128,
Setubal,5.770455393712336,5.670455349489737,7.228429208732382,6.791239332965533,6.035922576056235,6.032774221868483,7.249317730483186,7.283015931245762,6.242964614378043,6.508212814834875,7.311207158903435,6.7990644292206,8.749608022396751,7.82599208204967,7.1293396555765645,7.467291374328802,9.003009758676992,8.021959106552728,8.24536921224316,7.104637561156826,
