-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,2029S1,2029S2,2030S1,2030S2,
Cascais,9.054055179380253,10.111058657511474,10.164885068259384,9.990583479740746,10.425093867238948,10.902123481199311,11.032452404491966,11.045849303827104,11.196605553873919,10.78635416435036,11.25721942440071,11.351362958614434,11.25453360152624,11.133823231960218,11.292220820491433,12.030749667736295,12.204228014373438,11.428090551514577,11.598990334723823,11.484058964677558,
Odivelas,7.178069475281944,6.730779778453497,6.680834476612967,7.726086217954936,8.174845320947826,8.412604177844253,7.792664475722247,8.233770902560533,7.9880574291980375,7.636149484002313,9.23180794896015,8.362188613980425,8.533146163196687,8.008956653435607,8.669620083413683,9.542682130012688,10.15398849298011,8.182181264060352,9.383400806419576,9.114303221639766,
Setubal,6.015324835100483,5.652960079132869,6.573805512609714,5.024957425013229,6.725374118281664,6.956027737567077,6.898948349350199,6.449834638553352,7.916276256354689,6.861591773804577,7.1370333041998295,6.75448616706479,7.314734657129627,7.507287598857103,7.30576619040552,6.492091228934729,7.090744989491274,7.458506722892984,7.848938866237086,7.603209590414194,
