-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,8.849800288738912,9.88904420404074,11.269607376294863,11.853019555996559,9.74573713776807,9.984388465311854,
Cascais,10.406159042734078,12.307469514685225,13.557435435385019,12.363246009167185,12.661852232142857,12.066472633916804,
Lisboa,11.683357743411936,15.551860262710816,16.163378247524175,17.286058730257267,17.349673307779263,17.469833790989288,
Loures,7.858457108508146,8.651184135555042,9.466405275217323,11.280695459353968,11.145650988544654,9.412607665752406,
Mafra,7.080800166870917,7.468704618975392,9.059016845062693,9.97894866095578,9.581810111705499,11.382647791786969,
Odivelas,8.006599087001334,8.724853363748066,11.2050072856706,9.283477865406338,11.352775944856514,12.151842814954458,
Oeiras,10.202694312864544,11.121187168213332,13.261188515094304,13.821285295445378,12.067560941808033,13.282994967271456,
Sintra,7.375913444279264,7.682331874053316,7.5096823443412735,8.060558223434324,8.452042906871785,9.255909306998216,
VilaFrancaDeXira,7.019898309145455,6.5794672595414525,8.861459061120318,8.198591366682521,7.262172067872528,8.488865307972336,
Alcochete,6.643120613348691,6.497399408496344,6.08300306791137,9.141331661704255,0,6.949367759088762,
Almada,8.493276034335201,9.049281054067073,10.956837002831378,10.854347983067104,10.348896882233046,11.946050706325348,
Barreiro,7.001758026599665,6.5268760003718675,7.220488703338838,6.172646079443358,9.311826109634127,9.406695003358186,
Moita,5.7814235508834075,6.104147817441162,5.857987101917993,9.595317377750746,5.732033591077236,7.636591608945323,
Montijo,6.5707561619757815,6.362557023035299,7.7907412129848,9.9986660982518,7.154838894719872,9.069023396840464,
Palmela,6.1768270205836355,6.633109815248753,7.436265502299078,7.459207060024456,6.55309047935741,8.136326863962028,
Seixal,7.070401136555304,7.36056409094822,7.589092530384033,9.258417785003381,8.320101505976123,9.946664885218954,
Sesimbra,5.930071672341101,6.31708887165391,7.359422179048648,8.884220783541686,0,6.6936618507551575,
Setubal,6.71271259176279,6.752734881129189,8.004592672986508,9.24104487574364,7.67951368344715,9.34137826544049,
