Year,Birth Rate,Mortality Rate,Divorces,
2021,6.585844394866594,17.2790871490731,2.3746689584775855,
2022,5.9719686271992956,15.889717192967197,1.7473034942717283,
2023,6.820680310663306,16.08893956649145,2.242556050369749,
2024,5.949611772791017,16.719538320353003,2.4394803754663776,
2025,6.635876734166641,17.427501839729064,1.6611123023638477,
2026,6.304819284609338,17.691329117750858,2.0884515243682915,
2027,5.942368635956926,19.978502520427206,2.5915106057592707,
2028,5.723923976506117,18.149258156198076,1.9823097337275029,
2029,5.863225139696374,21.693173242197737,2.3918415493506946,
2030,4.8583141002339785,20.94096783324844,2.0208128621755908,
