-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1693.8245804151834,1684.8746912693373,1652.8215605776606,1746.4896137380936,1831.1290557984364,1945.9210173407496,1892.1166912763988,2041.6275463418642,2467.615002866264,1884.7161344741792,2619.220652448742,2424.011653633279,
Cascais,2982.8216537294606,3050.5636342525595,3010.8296784338922,3109.711933264457,3018.2730066780937,3255.144063473592,3189.68012283726,3412.636719096975,3446.1806680367044,3363.9923229694523,3558.369251845888,3231.6580708289043,
Lisboa,3035.0302512497346,2978.9535284356816,3522.4742375820865,3166.272690398165,4011.516611385037,3807.4015739857414,3985.002030814472,3276.4955895926596,4013.986390500637,3449.754971576811,3617.1801899840452,4300.143208773456,
Loures,1746.4362737531294,1837.5881916299218,1925.516315718974,1971.633926056969,2055.942081115443,2175.1435710171554,2271.1195143611485,2260.7193243289353,2096.3419145722887,2224.883685298681,2432.082762595123,2495.272927440665,
Mafra,1509.600001054977,1565.0842495752495,1439.6021637661102,1647.0073853166587,2144.6502228060735,2354.9998948196408,2335.759258699883,2297.0202593309855,2726.927096068244,2753.497568240554,2640.4635452580746,2576.0612393324054,
Odivelas,2110.7220482374387,2218.378801201432,2230.4165653999507,2239.368534059888,2419.037623148285,2490.551747691138,2622.14737176175,2945.818286353834,2634.84794821627,2588.8906340072017,2902.2986953758204,2578.255773413392,
Oeiras,2615.6402794106657,2598.592356704475,2603.5085534697137,2399.160103957025,2634.860020221825,2772.7599067088804,3168.3354549757023,2761.6677372016134,2475.8533267199805,3310.0253751740793,2608.7498195459384,3349.02158051289,
Sintra,1379.445841199358,1444.202249159374,1467.629594985233,1554.2245656282653,1558.7099476557357,1779.1534286138908,1606.7763755164583,1850.1704257326714,2060.024842093615,1928.5695865069194,2215.0101917270586,1906.5219992836244,
VilaFrancaDeXira,1490.6031373678145,1447.1768532998326,1463.7887933132542,1535.6356917015005,1496.5956683510444,1897.292186444875,2075.067776897502,1538.312796095548,2253.9862177371906,2015.6605750680014,1943.762022734004,2335.9689269568726,
Alcochete,1966.9943730790642,2185.169852274965,2259.1423882615845,2234.203939717399,2508.8711883653577,2394.2239230940886,2533.382951012515,2754.41032861487,2579.084274524711,2724.895200516254,3055.8727204275892,2528.390827767191,
Almada,1700.3124897186854,1782.1534104013786,1818.25199365018,1898.0510518032704,2005.126501107597,2113.6581595217235,2278.3176393049393,2291.19989632637,2448.197267059597,2504.0121134212964,2761.8230533544665,2342.4548857084174,
Barreiro,1206.7866086376062,1127.1061805058116,1219.9949422430466,1311.6105784551169,1252.6167423925901,1560.1474008599857,1501.40085919031,1355.7278914916687,1668.6052915339856,1712.9844836118145,1765.7569096304924,1799.3817353041622,
Moita,980.6690356698884,1016.2895007130081,1016.7462285646261,1175.5896231864417,1202.8461983136772,1336.2318394333465,1398.1521116589934,1365.6137449592807,1376.8517329312463,1452.6586590413115,1428.0101924012652,1457.984090495283,
Montijo,1313.948763612958,1548.6050399201931,1604.2709562758462,1736.1084271579923,1709.726988157208,1934.1706911016802,1907.501664364435,1912.097959397296,1925.887546589647,2086.4335862784965,2292.9605853824287,2120.8923950674534,
Palmela,1122.5025888726882,1172.4687370584033,1261.706902481398,1386.3918771284968,1494.516717943186,1631.8319995123156,1814.3725423542755,1956.3882140547666,2225.250020895456,2002.943327627903,2176.3571715801136,1978.9363226933528,
Seixal,1452.5826343281665,1542.1987573754614,1610.940727012593,1696.1251799528684,1867.487060465447,2133.2753967838103,2234.0269239637614,2372.5908555492833,2455.663187970173,2689.01828339835,2720.5159310013405,2736.540329687802,
Sesimbra,1609.2705121398267,1616.8175858360694,1681.657931322727,1882.6733429581077,1903.001465559335,2049.440366741095,2130.026202201267,2135.3668867742626,2081.325198806231,2326.988865034212,2260.184663442601,2322.321049017143,
Setubal,1327.888196066829,1385.6733257621574,1413.6251586208482,1482.0240449480386,1767.8894417423917,1873.8947570597193,1696.9029359821304,1888.4120669802687,2217.108362013928,2120.7455125040083,2282.573855426251,2208.551168616407,
