-;2021Q1;2021Q2;2021Q3;2021Q4;2022Q1;
Amadora;1445.8;1402.8582941999998;1370.2155391217154;1328.6061164903465;1294.4800480072518;
Cascais;0;1671.9442520932798;3551.6428666872675;3106.336977953879;3520.623100162088;
Lisboa;0;4053.12;6584.666583046739;6401.709674709755;4934.546913025241;
Loures;1234.64;1889.5962526528833;1218.8238972478523;1245.6371545110333;1145.277598014981;
Mafra;1743.6399999999999;2457.8962227071993;1748.5462706897115;1625.1864232245437;1555.8428157589435;
Odivelas;2105.84;2105.9034778903265;2053.241420372912;1562.9449634220111;1516.5239350634135;
Oeiras;1652.7112393895472;2106.8439518309424;2064.9177571895066;2033.901826769964;1997.2657117381932;
Sintra;1724.2993648559946;1866.5346749995074;2235.406910950031;2196.924031378988;3229.1515420916553;
VilaFrancaDeXira;1527.4777120307365;1552.1413629762956;2313.1856663994704;3036.9255155410606;2318.9977055904155;
Alcochete;1064.6143199999997;1787.5737360003602;1034.5926127872237;1061.4587713246335;996.1264099135597;
Almada;0;1515.62664;1189.0195339582715;1146.369139798231;1123.5686482792937;
Barreiro;921.6088000000001;1577.17692;884.2079051330832;861.6085137323244;1061.6249336241513;
Moita;822.904039255144;1148.542321794016;1103.5939035259905;1078.3888403094884;1052.3157977816988;
Montijo;1060.845815925321;1064.4335240202433;986.5329615005458;958.5838863267801;935.6446755507151;
Palmela;1200.1654490964547;1354.9696404544352;826.3633973135037;804.0605789095132;780.514113303989;
Seixal;1383.9075923574728;1388.7972125368933;1695.0032017755843;1995.4684214202339;1937.5600717864677;
Sesimbra;1456.5862877698435;1399.0860569702031;1407.269747742145;1315.7232048908825;1341.5965453510607;
Setubal;1647.534945427234;1730.271847402696;1701.8309588952745;1728.6464090775862;1613.2396032763243;
