-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.914521528396223,11.469440152162202,11.106745218072774,12.10767116860011,11.531013762926383,11.770953297085939,
Cascais,10.98633395439414,11.562930217098284,13.848890833531476,13.94499512123414,14.589016946685517,14.419366660652292,
Lisboa,12.472268414326585,14.374676250287134,16.87897950198673,16.549427085874278,14.53763076468616,15.894247106342908,
Loures,8.544280045400567,9.1149351200346,9.735042680611302,10.321031746031746,10.592834443789304,11.021298105852345,
Mafra,7.642911367259446,6.802672569217219,7.705191975782555,7.427163693692917,12.407368405080248,10.351161677934767,
Odivelas,8.875618692125943,9.000133489429443,9.226606636707084,9.133294828318494,11.12004030496453,11.835136895414937,
Oeiras,10.826806068077165,12.815828427484039,13.450644399277936,12.33498960215185,14.201208990446375,14.400209699235887,
Sintra,7.456454618542823,8.200700124923468,8.951801075268817,8.730808381009492,9.047124642360327,8.75848163598683,
VilaFrancaDeXira,7.827534743967417,6.765549905754088,7.968532973629587,8.936828503301589,9.012823673902371,7.849092756189787,
Alcochete,6.4713476536627175,7.386087065138458,7.012406695966545,6.250468409661308,9.78475871476287,0,
Almada,8.710231432852005,9.835705753028453,11.469471317882437,9.237479127934986,9.766657858685349,10.109763214601571,
Barreiro,7.38406241399168,6.285605774829886,8.035921860168017,8.686108833465555,8.779607712166328,9.208921286827904,
Moita,6.168973599676525,6.4541398685526845,7.021441960142171,7.022347076619981,8.939937346260624,7.93557304861667,
Montijo,7.115582412005114,6.264013582113085,6.237733401283342,8.113823737935226,6.502164507908931,9.322297888537813,
Palmela,6.352729323855174,6.325491621425445,7.754651831652175,7.537007004679583,7.7486407086411635,8.353322557514625,
Seixal,6.850565769882864,7.091976873536087,8.006292111236357,8.655883320129536,9.643766956377297,11.095536678496476,
Sesimbra,7.272732099374944,7.688456192067559,8.817992159136232,9.059307386486822,7.839169584776684,8.699810944885808,
Setubal,7.015107419760951,7.629298824814072,7.638951442140381,9.25197216950132,7.862238390328074,8.733221476280896,
