Step,Birth Rate,Mortality Rate,Divorces,
1,0.0,0.0,0.0,
2,0.6394628512049878,0.3197314256024939,0.03996642820031174,
3,0.39924941110711865,0.3193995288856949,0.03992494111071186,
4,0.598491800662331,0.7181901607947971,0.03989945337748873,
5,0.35893754486719315,0.677993140304698,0.0,
6,0.47835446065534565,0.7573945627042972,0.1594514868851152,
7,0.35856573705179284,0.5577689243027889,0.0796812749003984,
8,0.19903666255324232,0.3184586600851877,0.03980733251064846,
9,0.676132521974307,0.676132521974307,0.11931750387781888,
10,0.6360817365031406,0.675836845034587,0.03975510853144629,
11,0.39740889401104795,0.7153360092198864,0.1192226682033144,
12,0.2383600826314953,0.5561735261401557,0.03972668043858255,
13,0.4368026049318985,0.3970932772108168,0.0,
14,0.5159139614255099,0.6746567187872053,0.039685689340423845,
15,0.5950727972388623,0.6744158368707105,0.03967151981592415,
16,0.2775574940523394,0.6344171292624902,0.039651070578905635,
17,0.5947660586835845,0.9516256938937351,0.11895321173671689,
18,0.5152391898854584,0.6341405413974872,0.03963378383734295,
19,0.39605528931838885,0.35644976038654996,0.07921105786367777,
20,0.514668039114771,0.514668039114771,0.07917969832534938,
21,0.31665611146295125,0.7124762507916402,0.039582013932868906,
22,0.15827167332726627,0.4352471016499822,0.03956791833181657,
23,0.6327111673521038,0.3163555836760519,0.11863334387851945,
24,0.5136715663031453,0.3951319740793425,0.2370791844476055,
25,0.39489791888796744,0.5528570864431545,0.0789795837775935,
26,0.5134483984359572,1.066392827520834,0.07899206129783957,
27,0.39461741841284875,0.3551556765715639,0.07892348368256975,
28,0.4338394793926247,0.6310392427529087,0.07887990534411359,
29,0.5125980836717795,0.8280430582390284,0.15772248728362445,
30,0.43368553855858694,0.6702412868632708,0.039425958050780634,
31,0.5122547088029001,0.3546378753250847,0.03940420836945386,
32,0.47266425082716246,0.7089963762407436,0.11816606270679061,
33,0.5120731082837673,0.7090243037775239,0.03939023909875133,
34,0.5117304361517871,0.7085498346717053,0.0,
35,0.23605319065229366,0.5114485797466363,0.07868439688409788,
36,0.3539962240402769,0.8259911894273128,0.07866582756450598,
