-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,9.45381188433521,10.589753853120367,9.399550879227052,9.787727462048563,8.950738265603336,7.449740958568911,8.90850619910456,9.54288939268817,8.826579503622897,8.747172798621376,7.993706414608257,8.584020380963562,9.804749385213544,8.76132084148148,7.999319810585581,8.104728782604928,
Cascais,11.444966838727144,12.52421249863766,10.633708484187492,11.689782409127975,10.545758074912698,9.809147167395967,10.445827943495724,11.028541027585995,11.564487884472122,10.708566768013652,11.138349046450854,11.862083023133206,11.34276287815887,10.517734541454573,10.063936183731784,11.659581928954045,
Lisboa,12.546512812880833,12.464112886405314,13.91123056076935,13.43060975609756,13.112175485315536,13.58392775691891,11.112110491897566,12.603330951545702,12.96342066194413,12.520492558713087,12.821611786119814,12.600947582894246,10.976387185850339,11.168772295758604,10.607222574152486,10.832253283489214,
Loures,8.92499280993384,8.37063363114,7.5316314334307135,7.625649751364499,8.17887828100581,6.348639071381636,6.859202712405644,6.6737909098389085,6.5387228879156805,5.766442579727671,7.047973030093876,7.391401600962822,6.016730221188954,6.508907898790589,6.557613966303142,7.492157293705774,
Mafra,7.840123088747153,5.814723377208305,7.831380824877153,6.587575264065073,6.319686841183277,5.803079987846221,7.212037746934287,6.897379381530545,7.254037422641918,6.978211723567877,7.621863211129583,7.044729736509337,6.153723810673159,7.921853515981735,6.636197372732571,8.079955969257025,
Odivelas,9.079672537096966,7.303112004082769,8.645085377789705,7.4555690515195465,8.790101105825167,7.637782259501639,8.336222173571345,7.926087328173797,6.984078034494711,7.447236146469209,7.458907214743589,7.168855118448041,7.272889223502816,7.07557142284721,6.968108218885319,6.974312737425117,
Oeiras,8.080879173840867,8.075368282144339,7.250846069552492,6.456647630652263,6.073931477477655,6.571396320281357,6.071329942798531,6.516563174526098,5.840869769298184,7.278386422191886,5.447668329980611,5.359633691954486,5.940971631365011,6.296858595355861,5.540663520311228,8.339469507816746,
Sintra,8.098980099502487,7.9193233917401145,6.895794049962479,7.6667917081039505,7.338818958949801,6.536664412039011,7.106072741317946,7.391009181611047,6.306441760118184,7.1821315175607765,6.883984265473783,6.696423833399089,6.703122761968009,6.6645643009586175,6.6729778662124,6.466847770730263,
VilaFrancaDeXira,8.097397063500873,7.17663122391099,6.039873742020735,6.689113908018031,6.4167211814522584,5.615350377046367,6.3236369534424055,5.8016278784666815,5.464337180783366,5.700986508888768,5.786309468852556,5.363393250881289,6.163805245944532,5.752108204683093,5.79809776994784,6.513739243639114,
Alcochete,7.379592400447613,7.21306933048152,5.948209446225658,6.103341811630817,5.27571957178345,7.512838324421852,6.973255288145744,5.531990701732747,6.986560317079473,7.1525649222791285,7.891029809746375,6.697239376146063,0,6.344583825499472,6.609805560792748,6.597254454720257,
Almada,9.459202343986366,9.125104231571042,8.592002503828569,9.481632112599806,8.417752120167084,7.6192507903813524,8.963088224109537,8.429452861364128,8.97681985992691,7.793585373001942,8.003817732040227,8.825526330171263,8.0956435404992,7.5289027298446465,8.678751757323191,7.108518719763743,
Barreiro,7.101398712959957,7.31110725470664,7.111314121645481,6.661990430514053,7.211276307873229,6.246596165519492,6.425216499181785,6.276362652156618,6.287819936346508,5.381759607520101,6.551634556846119,6.377326830347121,5.7539522368365486,6.22793909662476,5.621633360586591,5.387096665269802,
Moita,6.639640640557398,6.7567741164,6.110061181669481,5.849831634879239,6.584573847569862,6.783998872236637,5.908757997672116,5.236950403330105,6.282920148504958,4.678460124451001,4.761005533460011,5.352761780580003,5.155686335864604,5.064843176772285,4.65950250082839,4.5409698687470055,
Montijo,7.156684532980306,6.793304557242187,6.008902905536942,5.939981468657829,6.512502461144625,6.936473837184548,5.40800067139289,5.022926688375903,5.927201898905723,5.720772197003532,5.342325304796573,5.4398218108693825,4.5563564154279215,5.558981782543887,6.070102317032471,6.673094742098837,
Palmela,6.207587953503765,7.339137965440124,6.600440532286486,6.888387901064894,6.082962764968193,6.699505283759905,8.105323485564963,8.33351186187188,4.989997676605772,5.663492398397286,8.279491640027722,9.618886012877356,10.16388178531512,10.112870487943297,9.640793112451107,10.585480346174652,
Seixal,7.910248292579998,7.652930581588089,7.353345689045734,7.471642950892736,7.424314769752987,6.734504178364058,6.609873266318928,6.39960429745004,5.653240055363231,6.394374585936338,5.82997983421213,5.624040084321648,5.832905730478605,6.904140696042266,6.9200778853142575,7.38703220049789,
Sesimbra,5.57192705103647,7.832161931774399,3.8005270278341623,5.162336509229769,5.416288790534272,5.455866178502475,6.424522289332633,5.3970896883316355,4.667342998155835,5.122725287158021,6.663449983062251,5.038328802495443,7.574107107045015,5.663713352287637,5.246959188840876,6.601882797369623,
Setubal,7.784409350173761,5.805458046036,7.83530530732693,7.6684090948621275,6.727427170719286,6.500880082309374,6.681318191844256,6.89542062581988,4.889721513510686,6.578469452808298,6.205280691903389,6.39288352982935,5.983434217901351,5.697538742533603,5.919465904333279,4.69565537327154,
