-,2021Q1,
Amadora,9.186616718648635,
Cascais,11.530352531481746,
Lisboa,12.468947367142286,
Loures,8.195682276391103,
Mafra,7.185636082729637,
Odivelas,8.901093791390789,
Oeiras,8.0807102961344,
Sintra,7.988081988461222,
VilaFrancaDeXira,7.77800670248899,
Alcochete,9.125646473884487,
Almada,9.055897470162712,
Barreiro,7.462831351050689,
Moita,6.929486744571812,
Montijo,6.903674239984822,
Palmela,6.804292965570678,
Seixal,7.486274237506164,
Sesimbra,5.460269941361702,
Setubal,7.068256137838859,
