Year,Birth Rate,Mortality Rate,Divorces,
2021,13.678325413452313,15.719738752045027,2.174734082310878,
2022,13.448970976290656,15.838972747122456,1.8102934153360413,
2023,13.277913412589934,16.226938849335962,1.8467191911129777,
2024,12.662678033319212,17.978615638436274,1.6745368447406617,
2025,12.028764525447258,18.759062567625744,1.8772859578473646,
2026,11.349823241004364,18.424579444527197,1.6859217995234403,
2027,11.408176523908253,19.025189393759902,1.649398262502209,
2028,10.625340723575206,20.08445648349844,1.7519181770503323,
2029,10.076817549217164,20.565689378385862,1.868505386603674,
2030,9.471742186189081,22.51232715272379,1.7726506525964285,
