Year,Birth Rate,Mortality Rate,Divorces,
2021,9.208967521247345,15.879734937684644,1.6924915764908253,
2022,7.445305130981635,15.58179179526407,1.8735795451573656,
2023,8.202939029577866,17.387854054175698,1.5625759372314525,
2024,8.036192683607448,19.173271257724924,1.548471657976848,
2025,8.45614360287556,18.451827958524657,1.8243183295282486,
2026,8.344385133272652,18.074123472282334,1.5252724578677626,
2027,7.20531305140424,20.102698313895598,1.8011584751439387,
2028,6.919313969240247,19.680375029276316,1.9764512410585369,
2029,8.224477679787153,19.353382509010483,1.402231094561796,
2030,7.484458906576263,21.01506138413965,1.5806102609952977,
