-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,8.807675022096733,8.793081563224316,8.859107416172105,8.76077646543411,8.51136588688321,9.499341274519383,7.345205131306766,8.262959558551263,8.40017666491007,7.939476782333546,8.380973792866811,7.474643590999808,
Cascais,10.363230283607939,11.068013482116669,11.514434159367655,11.430278109886512,10.084324849519042,11.043137454829964,10.563835169778795,10.36419282208482,10.850697691606086,8.808806507754394,10.243518139676043,10.287109007654532,
Lisboa,11.385253356181718,11.321555590998104,11.561465747870688,11.671751843001283,10.635983188981937,11.104246005407449,10.285142054661623,10.574934764259071,10.042929291963086,9.29478214291196,9.718723326193842,9.53534591336988,
Loures,7.886059528950634,7.786009475639361,7.797185107862379,8.11896097019714,7.726708240858549,6.373098704447878,7.574628622605223,7.348279224626457,7.003275284993624,7.01144879469659,6.630582564994132,6.696677084809029,
Mafra,7.426172376434205,7.341597187931761,6.938904746873156,7.328210986219958,6.625255878505509,6.862427667640905,6.6188574620410625,6.825287063610715,6.274992498132869,6.163539883334103,7.5806131786478135,6.060401438528093,
Odivelas,8.099077256649927,8.790318796034128,7.962968296579403,8.498213046412427,8.992194703498182,8.517631336616699,8.389037851757283,8.160303168501567,7.9518030789425085,8.174169079452547,7.109764444272498,7.819936246483201,
Oeiras,7.656454626089049,7.5315638102144575,7.021124958583406,7.65810372020497,6.532200816835062,6.558852804856493,6.838922633185716,6.362115068373673,7.279760792724538,6.145818014680435,6.823680955008204,5.844001017876721,
Sintra,7.803628384291011,7.30697596493699,7.166575931656567,7.744208723543719,7.390798753756804,6.998095596737883,7.02716615741649,6.79892519979238,6.785384720756104,6.470479121636473,6.371921491030886,6.234003245449005,
VilaFrancaDeXira,6.982560245024278,7.128633443943296,6.878270520001268,7.474534801123584,6.462979338364748,5.594773917277843,7.740113220633991,5.585441295672254,6.439490146505514,5.0365170256803085,5.088830960386251,6.0237428245811095,
Alcochete,6.353081431496745,6.2101517579266154,6.108170328027073,5.952212368184808,6.031892740834597,8.122307847583599,8.912308443583637,7.685418699320524,4.735720628281007,6.008502103666463,5.6651211788561975,7.386416643354258,
Almada,8.612181361044916,9.010118631238335,8.647485191003843,8.682569591105008,8.299420383867478,9.085791771855622,8.52779166442612,8.534424439919276,7.47907786404709,7.124501531276665,7.214920677932691,8.101431598324371,
Barreiro,7.997311167252892,6.836760057464694,7.876664231604396,6.855939634226745,7.049372930014107,6.4222929037460625,5.146002872917125,5.7225087902932765,6.428218328227258,6.154887653866069,5.983727991900195,5.867258295040373,
Moita,6.524463566949153,5.920170170243839,6.519131616477318,5.333592885612845,4.60215053079288,5.401088206950981,4.640467419464751,4.538716409426784,4.7714605765762235,4.3896417392536815,4.595623997218743,4.293111722003425,
Montijo,6.386385057980688,6.595448115478145,6.0714363401287645,6.742656956402341,5.408335656874882,6.130286556122054,5.896286897205688,5.066661889895217,4.080892637375972,5.377064259118647,6.327979877857579,5.2269255692917636,
Palmela,5.74396511674194,5.8337097123196795,6.189300455555082,6.014962964331286,5.711194859417937,5.152344764567599,4.541983214416299,4.831837627755542,4.980558792372881,5.357211196410615,4.631273898492205,4.746251680873783,
Seixal,6.776295853267878,6.6722080452073955,7.191333125630987,7.100017471862831,6.994473935685932,6.51136353971967,6.361186514552463,5.720416488012888,6.654325468883192,6.614633859372548,6.064717925631314,6.684057670510963,
Sesimbra,4.848098779125689,5.424043817894021,5.864938978462057,5.628144870078753,6.710915617096482,5.120281567222856,6.188291259063057,6.011935191522273,5.8184326817211325,4.541362389420344,6.148267190895057,6.773872337097526,
Setubal,7.119931372120589,7.068478511414132,6.263399986335345,7.205112321943626,6.066613813579635,6.229953867391868,6.217207818216224,6.230246822900393,5.754127119740489,4.955032815995769,4.752346845234723,4.952789755132566,
