-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,
Lisboa,2283.9970359598874,2367.6271272231306,2399.5113765114256,2784.1646611621177,2472.909889714234,2509.9771159273455,2479.2536742731463,2610.8305048310385,2609.9444194453245,2641.3294661303007,2611.255752890671,2614.2429750553383,2655.7819805935223,2670.280876163847,2699.0598622366347,2918.488589157293,2825.9720306091203,3028.288224534406,2968.9369915569782,2942.2240435054264,
