-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,
Lisboa,12.372313477313053,12.909836749327946,11.856582286284734,10.127995782027027,11.248685501751872,10.947252074946022,9.71325667667862,9.086153148214668,9.642806956743103,8.045593298186528,8.748548751290643,9.259676895847571,0,0,0,0,0,0,0,0,
