-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1907.6783430570856,2075.978761179951,2157.658798098155,2060.5193700013583,2169.0505821156235,2329.310080954233,2242.6982813371287,2396.445869204315,2236.144317620516,2217.650444062441,2300.445052685971,2355.899623121222,
Cascais,2483.145771822472,2528.503491830533,2955.3953094271174,2761.8236288045273,3017.1978741520825,3017.9304064324756,3040.297338972755,3412.636698893861,2935.8591916005275,2978.9812414656426,2857.6777844690314,3058.3438903109814,
Lisboa,3338.1772527712365,4048.818686775232,4249.504569988847,4226.697862795723,4328.90635349622,4056.7949508062766,4365.077430802707,3909.9146053288937,3792.43408784242,4022.5300174575314,3992.869820484682,3896.614189648043,
Loures,1752.210874081059,1667.9448309380687,2070.472417711149,1919.9451896271494,2132.4363743539957,1964.7679894432574,1893.0968430414337,1926.2006240333567,1963.317297014449,2051.4202982041184,2081.5247154109024,1998.394095079356,
Mafra,1530.4392938115896,1758.7615333685878,1782.228924865544,1701.2587085542878,2234.834101858026,2157.300594084602,1954.2948548528825,1698.8216458305671,1987.7197462408192,2244.7308038982837,1801.7747901022483,2453.2490291508493,
Odivelas,1938.930907124927,2113.966386377871,2013.1765335554162,2381.4205919747274,2116.0499301166046,2329.0240464966237,2139.366101708177,2322.7543558444813,2495.89350067732,2203.0267745218534,2225.900609682124,2220.910184581778,
Oeiras,2588.9512368078963,2223.161083532949,2455.4088086251936,2575.0632042428106,2613.5750879249795,2532.7704236301897,2750.797611187974,2429.294886456698,2626.1267926305436,2800.0993348002476,2835.024948312034,2697.1622118380305,
Sintra,1453.899062547347,1463.179512124134,1579.7702234176472,1598.6329855831668,1635.14367689983,1748.7458011881204,1599.804868906888,1822.4195477884577,1746.5688951320387,1974.7624595758373,1899.4192872167769,2069.6193184357066,
VilaFrancaDeXira,1415.228628688446,1484.6211154974271,1392.1385109736432,1798.8846076261477,1609.3292037720028,1586.8842921604387,1551.4611187678247,1894.2351426296445,1879.6906142497483,2084.234913811359,1790.460789346155,2095.2389496604446,
Alcochete,1626.0829248948103,2419.289501884412,2280.2516698956465,2205.8106127451188,2400.493463397934,2367.7074289997927,2918.6521999430647,2582.553432757683,3264.3827409965597,0,2875.6716000040665,2824.560906290969,
Almada,2037.6444496398371,2213.0149513029255,2267.412641468052,2271.8559353705004,2374.0421969500903,2092.693516781048,2343.9183834918454,2372.9383823600556,2307.642843804112,2173.675462599883,2349.1431942080226,2525.4602438804823,
Barreiro,1196.1176757682952,1307.077019671474,1477.3258775517302,1246.9892989243133,1508.3812568379108,1559.100186508317,1726.5640688052297,1691.8341133463384,1635.5906078499381,1507.0553035150676,1864.7244780307074,1996.7496419418658,
Moita,989.064730540136,1023.9921450884797,1228.5216757567337,1174.8833766604384,1474.7713547649473,1196.8136217538254,1216.0921465705042,1304.7137406387253,1335.614945227192,1476.0718823981367,1498.9470220103688,1619.7063025923865,
Montijo,1516.4318684786892,1688.4837124939318,1631.6191791929418,1973.2661173069414,1969.5292934207966,1803.3044914740358,1946.9824953352936,2030.7742471267368,2190.029084534247,2559.135540841455,2833.182,2598.2722433561385,
Palmela,1416.8645334643593,1434.4908590380787,1468.6731409460688,1608.9096045966282,1812.3130576777662,1834.190281465629,2050.543921388614,1811.535923914508,2072.3044806901908,2308.8712787435247,2163.1897508444063,2086.4146358398634,
Seixal,1498.762800570331,1481.9133204117932,1667.8744230983166,1789.5713700931783,1826.9003792811952,1796.3543730568636,1829.938599307678,2186.553937092922,2105.6112327446353,2203.1438162918785,1971.615816165649,2443.097030374216,
Sesimbra,1438.3743049480076,1745.107326321843,1497.4948990431346,1765.6868294282065,2091.0081583727247,2378.004281865546,2082.879882228796,2206.9055703201793,2154.237514811718,2467.8397999876097,2348.1790133857767,2402.466055269043,
Setubal,1341.6045582344027,1361.3856981851504,1566.8290170604416,1526.8509426825676,1613.9621769971477,1751.2677981885063,1638.7540155016964,1713.7833561509929,1885.4529389552763,1920.8374084285824,1921.8947084537663,2072.0510205028545,
