-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,0,2368,1967,2140,2014,1788,1883,1664,1621,1431,1334,1621,
Cascais,0,3819,0,3833,3476,3156,3045,2992,2854,2416,2685,2457,
Lisboa,0,4127,4313,4311,4029,3784,3641,3333,2987,2866,2492,2398,
Loures,1632,2424,2339,2313,2191,2158,1997,1868,1715,1624,1605,1632,
Mafra,0,0,0,1911,1983,1875,1750,1787,1740,1509,1376,1273,
Odivelas,0,1375,2616,2523,2329,2176,2100,2122,1974,1912,2019,1717,
Oeiras,2971,1748,3001,2782,2899,2692,2449,2363,2242,2298,2050,2251,
Sintra,0,1827,1801,1712,1632,1556,1430,1416,1247,1276,1172,1311,
VilaFrancaDeXira,0,1767,1829,1759,1693,1602,1498,1465,1440,1302,1297,1263,
Alcochete,0,0,0,2302,1987,1724,1927,1989,1655,2707,2674,1731,
Almada,0,0,2135,2164,2166,1908,1869,1801,1747,1519,1388,1828,
Barreiro,1745,0,1292,1313,1354,1288,1368,1151,1141,922,1161,1331,
Moita,0,1145,1277,1233,1243,1080,1008,1072,849,896,1065,1045,
Montijo,0,1598,1515,1629,1447,1372,1304,1207,1311,1240,1803,1466,
Palmela,1716,0,1552,1377,1523,1293,1281,1372,991,1223,1366,2132,
Seixal,0,1636,1745,1662,1655,1596,1434,1566,1670,1406,1666,1690,
Sesimbra,0,1127,0,1512,1696,1844,1390,1564,1750,1275,1396,1385,
Setubal,0,0,1750,1720,1388,1581,1376,1265,1079,1247,1154,1487,
