-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,11.857627215897049,11.032042862746964,9.926218657114,8.498881038540153,7.438230804105901,6.848159179606912,
Cascais,0,12.954172397258725,11.831441457117295,10.5228362643382,8.813713211925176,8.017356601487517,
Lisboa,14.988369021047848,13.301042093075822,11.36655306641196,10.56205353984101,8.383373066589487,8.111356898807758,
Loures,0,9.61612131223825,8.619955384874885,7.672641416700776,6.724660362916525,6.219243911933951,
Mafra,0,8.85648035235766,8.201297665976512,6.5948518200344095,5.861447435681985,6.677994499966304,
Odivelas,0,10.159308162622882,9.234328305522649,8.183793770201197,6.8953369093574866,6.676105453213081,
Oeiras,13.060172544235929,11.94133598039921,10.918195035939325,9.842080891804661,8.420534873537502,7.9256303291956804,
Sintra,9.33755261694031,8.930623671094756,8.220873096606379,7.039130899250368,6.182496469477643,5.4810034196918105,
VilaFrancaDeXira,8.977880794520818,8.176440459749962,7.673059951880184,6.690454814549467,5.740513148798366,5.531059771588135,
Alcochete,0,7.213899263879998,6.311435430936896,6.55573589785764,5.0618021972605725,4.613204219095281,
Almada,0,10.282379954669443,9.339059215694224,8.301809841560072,7.118375375573941,6.785273520339427,
Barreiro,8.79115694191476,8.199998188542692,7.6832854453088535,7.001392663602161,5.939620000096265,5.514181076325946,
Moita,0,7.677901915461303,6.740830173604625,5.717931932251625,4.733764145397124,4.561083474062851,
Montijo,0,7.813571380221634,6.789530082984973,6.353807216071788,5.350090930684655,4.931815648413064,
Palmela,0,7.614266801042344,6.963361894449505,5.801800560276576,5.227638204166863,4.480736350377446,
Seixal,7.947704165090152,7.978756140425391,7.696698612111377,6.658834157871127,5.7988778245686445,5.176278539896149,
Sesimbra,0,7.048838140670631,6.687973286539393,5.7518430785979255,5.646608982943862,5.2936644923910015,
Setubal,8.423326376037531,8.510391928040335,7.475162429192041,6.66280783837242,5.368377187951749,5.339545509851836,
