step,count_supply,gov_wealth,construction_wealth,company_wealth,bank_wealth,calculate_houses_prices_perm2,supply_volume,demand_volume,calculate_prices_in_supply,irs,vat,irc,subsidyRate,salaryRate,births,breakups,deaths,children_leaving_home
846,841,6.5078788850904845e7,3.1468006699411213e7,3.158302392406216e7,8.756728940010221e7,1244.477877015255,842,694,21471.909012292537,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3039,101,1642,3195
847,842,6.514791573795133e7,3.1468006699411213e7,3.1575010650424097e7,8.757173060937713e7,1244.477877015255,842,693,21310.328651478212,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3042,101,1643,3197
848,844,6.521571005895939e7,3.1468006699411213e7,3.156703265631478e7,8.757617181865205e7,1244.477877015255,844,693,21445.194025236033,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3044,101,1646,3203
849,845,6.528631002464455e7,3.1468006699411213e7,3.156079784957698e7,8.758061302792697e7,1244.477877015255,845,694,21276.622863581317,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3046,102,1650,3211
850,845,6.535878215895669e7,3.1468006699411213e7,3.1552087196168236e7,8.758502762943651e7,1244.477877015255,845,700,21064.566694117104,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3050,102,1650,3213
851,845,6.5480132272861734e7,3.1468006699411213e7,3.1543604871439066e7,8.75894070568927e7,1244.477877015255,845,700,20854.631086347534,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3055,102,1652,3213
852,846,6.549784703145774e7,3.1468006699411213e7,3.1534577335145283e7,8.759378648434888e7,1244.477877015255,846,700,20880.545668184426,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3057,102,1652,3213
853,847,6.550661497494597e7,3.1468006699411213e7,3.1593551258615457e7,8.75981201299489e7,1244.477877015255,847,700,20840.36861739219,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3060,102,1653,3219
854,849,6.5513504243408255e7,3.1468006699411213e7,3.1651034769872725e7,8.760245377554892e7,1244.477877015255,849,702,20996.612834796077,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3061,102,1656,3221
855,848,6.552150051542272e7,3.1514897683835264e7,3.170935933148281e7,8.760663814925471e7,1244.1522882062964,849,702,20808.229739946877,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3062,102,1658,3222
856,848,6.552859203968763e7,3.1514897683835264e7,3.1767659512997594e7,8.761076855046915e7,1243.7606687372559,849,701,20728.316756147295,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3067,102,1660,3223
857,848,6.553669874158865e7,3.1514897683835264e7,3.1826150407162853e7,8.761489895168358e7,1243.7606687372559,848,701,20522.71401311413,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3069,102,1660,3227
858,849,6.554555641223811e7,3.1514897683835264e7,3.188535524610168e7,8.761897543342796e7,1243.7606687372559,849,703,20569.174167596655,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3075,102,1661,3229
859,850,6.555205832160023e7,3.1514897683835264e7,3.194362327981515e7,8.762305191517234e7,1243.7606687372559,850,703,20463.054799537273,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3077,102,1663,3231
860,851,6.555749916471854e7,3.1514897683835264e7,3.2001553799438648e7,8.762705363092045e7,1243.7606687372559,851,703,20440.84678473632,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3080,102,1665,3231
861,851,6.556523576332296e7,3.1514897683835264e7,3.206116543600156e7,8.763105534666857e7,1243.7606687372559,851,701,20238.500596559927,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3085,102,1667,3236
862,853,6.570369051941594e7,3.1514897683835264e7,3.211626327659152e7,8.76349240847806e7,1243.7606687372559,853,705,20277.26772285553,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3087,102,1669,3239
863,853,6.557815883990221e7,3.1514897683835264e7,3.217488652562852e7,8.763879282289264e7,1243.7606687372559,853,705,20075.374295333895,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3089,102,1670,3241
864,852,6.5697234180794284e7,3.1514897683835264e7,3.2092801786965564e7,8.764266156100467e7,1243.4045945693615,853,706,19878.18459487993,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3091,102,1670,3241
865,854,6.5750603894076385e7,3.1514897683835264e7,3.210360558977087e7,8.76465302991167e7,1243.4045945693615,854,705,19863.76011954253,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3094,102,1672,3244
866,854,6.580497009928844e7,3.1514897683835264e7,3.211401674435296e7,8.76503356411341e7,1243.4045945693615,854,706,19666.03586729323,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3095,102,1673,3259
867,855,6.586149400050631e7,3.1514897683835264e7,3.2118547123601716e7,8.76541409831515e7,1243.4045945693615,855,713,19530.81483551083,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3096,102,1675,3261
868,856,6.5918943735628836e7,3.1514897683835264e7,3.212358400565611e7,8.76579463251689e7,1243.4045945693615,856,714,19507.427824203427,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3098,102,1676,3265
869,856,6.5976169704419434e7,3.1514897683835264e7,3.2127613625539843e7,8.766175166718629e7,1243.4045945693615,856,715,19314.298639419325,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3101,102,1677,3265
870,857,6.603367349078299e7,3.1514897683835264e7,3.2135055214795336e7,8.766536345204413e7,1243.4045945693615,857,714,19258.120465565364,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3104,103,1678,3265
871,858,6.60888207864796e7,3.1514897683835264e7,3.214055149933675e7,8.766897523690197e7,1243.4045945693615,858,714,19169.19247855434,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3106,103,1681,3273
872,860,6.614330812158016e7,3.1514897683835264e7,3.2144132472819112e7,8.767243830745214e7,1243.4045945693615,860,718,19252.84938969026,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3106,103,1684,3277
873,861,6.6202740138412006e7,3.1514897683835264e7,3.2148213805408526e7,8.767582992566316e7,1243.4045945693615,861,719,19322.1555985857,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3108,103,1686,3281
874,860,6.625873896201146e7,3.1514897683835264e7,3.215044428025179e7,8.767922154387417e7,1242.6289474429175,862,721,19271.92511926227,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3112,104,1687,3283
875,861,6.631575957740694e7,3.1514897683835264e7,3.2151672300620902e7,8.768251629207137e7,1242.6289474429175,861,720,19220.809577862823,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3112,104,1689,3285
876,863,6.643334654789357e7,3.1514897683835264e7,3.2142158840405986e7,8.768576198460425e7,1242.6289474429175,863,721,19237.41700588006,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3115,104,1692,3290
877,864,6.649029088228902e7,3.1514897683835264e7,3.209719124576268e7,8.768900767713714e7,1242.6289474429175,864,721,19210.49996216868,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3118,104,1695,3292
878,864,6.6594141318228856e7,3.1514897683835264e7,3.205149952190668e7,8.769225336967002e7,1242.6289474429175,864,721,19020.269962547012,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3124,104,1696,3296
879,865,6.669763626509966e7,3.1514897683835264e7,3.200671673364642e7,8.76954990622029e7,1242.6289474429175,865,720,19023.32730076786,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3128,104,1700,3298
880,866,6.679588358514291e7,3.1514897683835264e7,3.1959525766175866e7,8.769874475473578e7,1242.6289474429175,866,720,18975.896459598796,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3130,105,1701,3300
881,867,6.689590446986808e7,3.1514897683835264e7,3.191342146587578e7,8.770199044726866e7,1242.2554672927813,868,720,19052.492295617976,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3131,107,1705,3304
882,867,6.700276086525726e7,3.1514897683835264e7,3.1865152084242888e7,8.770517056133439e7,1242.2554672927813,867,724,18862.780521450728,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3135,107,1705,3305
883,870,6.710628306319572e7,3.1514897683835264e7,3.1818076859257836e7,8.770835067540011e7,1242.2554672927813,870,723,19073.8452930768,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3141,107,1710,3310
884,870,6.721085417717002e7,3.1514897683835264e7,3.177178471199016e7,8.771153078946583e7,1242.2554672927813,870,724,18884.624081525326,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3142,107,1712,3310
885,870,6.730941099729463e7,3.1514897683835264e7,3.172432769173089e7,8.771468237085563e7,1242.2554672927813,870,724,18697.295082089397,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3147,107,1712,3311
886,871,6.741084721117768e7,3.1514897683835264e7,3.1680533707779307e7,8.771783395224543e7,1242.2554672927813,871,723,18675.063437661982,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3149,107,1715,3314
887,871,6.751308222722201e7,3.1514897683835264e7,3.1636695106057666e7,8.772086519990161e7,1242.2554672927813,871,724,18490.17273439903,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3153,107,1716,3318
888,872,6.761491145407464e7,3.1514897683835264e7,3.1593189532879308e7,8.772385209107064e7,1242.2554672927813,872,725,18468.33835681759,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3155,107,1718,3322
889,873,6.765435882666093e7,3.1514897683835264e7,3.161549902790055e7,8.772667773308237e7,1242.2554672927813,873,726,18436.251015662634,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3157,107,1720,3326
890,873,6.769567616452909e7,3.1514897683835264e7,3.16382176151607e7,8.77295033750941e7,1242.3009502421564,874,727,18383.683835664433,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3161,107,1722,3332
891,875,6.773075704653959e7,3.1514897683835264e7,3.1659909487104397e7,8.773220378700864e7,1242.3009502421564,875,727,18330.755918456813,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3161,107,1725,3336
892,877,6.77706336510028e7,3.1514897683835264e7,3.16836375861327e7,8.7734712869984e7,1242.3009502421564,877,730,18400.350415465473,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3163,107,1726,3338
893,878,6.780811073216799e7,3.1514897683835264e7,3.1708738529475853e7,8.773722195295936e7,1242.3009502421564,878,730,18395.48546835944,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3168,107,1728,3341
894,879,6.783697367357829e7,3.1514897683835264e7,3.1732307976086993e7,8.773962623043087e7,1242.3009502421564,879,730,18344.3957665613,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3171,108,1731,3346
895,882,6.787413609632616e7,3.1514897683835264e7,3.1757844292703304e7,8.774186265126865e7,1242.3009502421564,882,733,18651.40775512394,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3175,108,1735,3349
896,882,6.791077679295519e7,3.1514897683835264e7,3.17818315920149e7,8.77440275038943e7,1242.122069109137,883,735,18629.720024169033,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3176,108,1736,3351
897,884,6.794288444780743e7,3.1514897683835264e7,3.180481472421805e7,8.774616545210461e7,1242.122069109137,884,737,18730.185441972764,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3181,108,1737,3354
898,885,6.797523767102948e7,3.1514897683835264e7,3.182918595862705e7,8.774830340031493e7,1242.122069109137,885,738,18588.0328716349,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3182,109,1739,3359
899,889,6.800735998670202e7,3.1514897683835264e7,3.185278147960044e7,8.775044134852524e7,1242.122069109137,889,742,18904.083240138247,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2949999999999994,3188,109,1743,3364
900,889,6.808814677908014e7,3.1514897683835264e7,3.181929456971432e7,8.775257929673555e7,1242.122069109137,889,745,18716.79718838928,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3188,109,1743,3369
901,889,6.822139562042804e7,3.1514897683835264e7,3.179313934506938e7,8.775471724494587e7,1241.757324043118,890,748,18665.01635389006,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3189,109,1745,3371
902,889,6.825095555495697e7,3.1514897683835264e7,3.176630896265139e7,8.775682212892076e7,1241.757324043118,889,746,18479.884750531142,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3191,111,1745,3371
903,890,6.833161316221155e7,3.1514897683835264e7,3.1741376270547763e7,8.775892701289566e7,1241.757324043118,890,746,18429.58580650558,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3194,111,1749,3373
904,891,6.840819345743875e7,3.1514897683835264e7,3.171481745289186e7,8.776103189687055e7,1241.757324043118,891,746,18384.745290810395,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3200,111,1751,3380
905,894,6.849181737586647e7,3.1514897683835264e7,3.1691678693639267e7,8.776312044330733e7,1241.757324043118,894,748,18540.760596835516,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3202,111,1756,3380
906,896,6.856921268941122e7,3.1514897683835264e7,3.166892090916194e7,8.776518580900915e7,1241.757324043118,896,745,18580.564256512545,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3202,111,1760,3383
907,898,6.864448457466899e7,3.1514897683835264e7,3.164805798758096e7,8.776725117471097e7,1241.757324043118,898,746,18717.866055787166,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3203,111,1763,3391
908,898,6.872816934121692e7,3.1514897683835264e7,3.162474278393051e7,8.77693165404128e7,1241.757324043118,898,749,18532.60833064132,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3204,111,1764,3393
909,898,6.880942235503633e7,3.1514897683835264e7,3.1601459423832912e7,8.777138190611462e7,1241.757324043118,898,750,18349.20318274695,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3209,111,1764,3397
910,900,6.889153842559022e7,3.1514897683835264e7,3.157671457612154e7,8.777341664394574e7,1241.757324043118,900,749,18329.776237250764,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3210,111,1769,3402
911,900,6.897227972180562e7,3.1514897683835264e7,3.15485267938797e7,8.777525494211774e7,1241.757324043118,900,750,18147.96180821158,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3099999999999994,3212,111,1771,3406
912,900,6.905524484445338e7,3.1514897683835264e7,3.1520714340435214e7,8.777698738871734e7,1241.757324043118,900,752,17967.96552346281,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3214,111,1771,3409
913,901,6.90742173679111e7,3.1514897683835264e7,3.155728180123677e7,8.777871983531694e7,1241.757324043118,901,753,17893.404307886085,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3216,111,1773,3409
914,900,6.909548939940757e7,3.1514897683835264e7,3.1596483628187966e7,8.778041690876867e7,1241.3653274462747,901,752,17694.572828391392,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3217,111,1774,3415
915,902,6.91163070751137e7,3.1514897683835264e7,3.1634379705626182e7,8.778205150079526e7,1241.3653274462747,902,753,17894.34522183671,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3222,111,1777,3419
916,903,6.913500939845218e7,3.1514897683835264e7,3.1671449114700567e7,8.77835782524948e7,1241.3653274462747,903,754,17812.062454258867,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3227,111,1779,3425
917,904,6.915992214512107e7,3.1514897683835264e7,3.171101341341671e7,8.778510500419433e7,1241.3653274462747,904,757,17765.430832117025,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3228,111,1781,3435
918,905,6.917863823809521e7,3.1514897683835264e7,3.1745925912963137e7,8.778663175589387e7,1241.3653274462747,905,760,17714.19887017841,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3228,112,1783,3440
919,904,6.929615150462224e7,3.1514897683835264e7,3.178248079901915e7,8.778815850759341e7,1241.0486458694597,905,764,17555.539658080674,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3231,112,1785,3448
920,907,6.922433061725488e7,3.1514897683835264e7,3.1813918320928924e7,8.77896446903154e7,1241.0486458694597,907,767,17741.307356555557,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3236,112,1787,3451
921,909,6.924585527860717e7,3.1514897683835264e7,3.1846281128387548e7,8.779110059556676e7,1241.0486458694597,909,769,17836.834009540067,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3238,112,1789,3456
922,909,6.927242607501145e7,3.1514897683835264e7,3.1879701323410384e7,8.779253187132792e7,1241.0486458694597,909,772,17659.653788256543,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3246,112,1789,3466
923,909,6.929792762993473e7,3.1514897683835264e7,3.190940303943977e7,8.779396314708908e7,1241.0486458694597,909,777,17484.24536918587,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28999999999999937,3247,112,1789,3469
924,911,6.938887116458082e7,3.1514897683835264e7,3.1855656489734095e7,8.779539442285024e7,1241.0486458694597,911,778,17624.140779565372,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3255,112,1792,3473
925,915,6.949115948229729e7,3.1514897683835264e7,3.1837690513583425e7,8.77968256986114e7,1241.0486458694597,915,780,17972.837516592597,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3256,112,1797,3477
926,917,6.952747527678636e7,3.1514897683835264e7,3.1816496470531367e7,8.779825697437255e7,1241.0486458694597,917,781,18162.67160785757,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3256,112,1799,3482
927,917,6.959978880858645e7,3.1514897683835264e7,3.179854785301735e7,8.779968825013371e7,1240.6242990228213,918,783,18056.99975504124,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3260,112,1801,3488
928,918,6.967067581190425e7,3.1514897683835264e7,3.1780130189571615e7,8.780099567832267e7,1240.6242990228213,918,784,18012.185280630805,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3262,112,1803,3492
929,918,6.974270221188837e7,3.1514897683835264e7,3.1758418895935375e7,8.780230310651164e7,1240.6242990228213,918,784,17833.61571540621,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3264,112,1805,3496
930,918,6.981617010259445e7,3.1514897683835264e7,3.1738735046700727e7,8.78036105347006e7,1240.6242990228213,918,786,17656.831845833847,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3266,112,1805,3502
931,921,6.989105534025082e7,3.1514897683835264e7,3.1719224570778396e7,8.780491796288957e7,1240.6242990228213,921,787,17824.7089230518,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3271,112,1810,3506
932,922,6.996467827425694e7,3.1514897683835264e7,3.1696355126657728e7,8.780622539107853e7,1240.6242990228213,922,788,17791.63920710348,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3274,112,1812,3514
933,923,7.003830094915208e7,3.1514897683835264e7,3.1670397770255502e7,8.780740543718907e7,1240.6242990228213,923,791,17749.027557378024,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3276,112,1815,3516
934,925,7.011483078558652e7,3.1514897683835264e7,3.1647912526249632e7,8.780858548329961e7,1240.6242990228213,925,792,17882.30693092466,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3279,112,1817,3520
935,926,7.018587198908752e7,3.1514897683835264e7,3.1624798401304003e7,8.780976552941015e7,1240.6242990228213,926,793,17809.09565010178,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3049999999999994,3282,112,1818,3522
936,928,7.030773338131084e7,3.1514897683835264e7,3.1603007923379958e7,8.78109455755207e7,1240.6242990228213,928,793,17927.758993830088,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3284,112,1822,3526
937,929,7.0271684861178e7,3.1514897683835264e7,3.1648807375712592e7,8.781212562163123e7,1240.6242990228213,929,792,17806.87916341397,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3285,112,1825,3528
938,930,7.02815035819429e7,3.1514897683835264e7,3.169457004246878e7,8.781330566774178e7,1240.6242990228213,930,792,17784.04821008974,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3289,112,1827,3530
939,931,7.028977234619758e7,3.1514897683835264e7,3.1740147882890034e7,8.781448571385232e7,1240.6242990228213,931,793,17730.690856100562,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3294,112,1828,3532
940,933,7.029380764976002e7,3.1514897683835264e7,3.1788750592982087e7,8.781566575996286e7,1240.6242990228213,933,792,17903.424925143976,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3295,112,1832,3532
941,934,7.029807796315853e7,3.1514897683835264e7,3.1839312597605027e7,8.781674104770386e7,1240.6242990228213,934,789,17859.589401078953,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3298,112,1836,3534
942,934,7.030325183609518e7,3.1514897683835264e7,3.189135786050945e7,8.781781633544487e7,1240.6242990228213,934,788,17682.535262956815,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3302,113,1838,3538
943,935,7.031206742405628e7,3.1514897683835264e7,3.194296162246324e7,8.781889162318587e7,1240.1949350353725,936,789,17674.330146159293,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3304,113,1842,3541
944,937,7.031835866320173e7,3.1514897683835264e7,3.199493716655881e7,8.781996691092688e7,1240.1949350353725,937,788,17823.47246509322,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3306,114,1845,3543
945,937,7.032649213106512e7,3.1514897683835264e7,3.2046443953627422e7,8.782104219866788e7,1240.1949350353725,937,790,17647.126747912946,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3309,114,1846,3543
946,938,7.033346397415139e7,3.1514897683835264e7,3.2098621960735835e7,8.782211748640889e7,1240.1949350353725,938,790,17611.944760305425,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3314,114,1847,3545
947,938,7.034074122297361e7,3.1514897683835264e7,3.2149658384810876e7,8.78231927741499e7,1239.887725107681,939,790,17551.54084012153,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.28499999999999936,3315,114,1849,3549
948,939,7.044341134312932e7,3.1514897683835264e7,3.208224706743973e7,8.78242680618909e7,1239.887725107681,939,790,17526.849685786652,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3317,115,1851,3555
949,940,7.049373775023443e7,3.1514897683835264e7,3.208271346177118e7,8.78253433496319e7,1239.887725107681,940,791,17574.079506812897,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3318,115,1855,3555
950,942,7.101730233491643e7,3.1514897683835264e7,3.2085739861467373e7,8.782630832388854e7,1239.887725107681,942,790,17569.5205828451,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3321,115,1859,3563
951,943,7.059176222223884e7,3.1514897683835264e7,3.208748808073524e7,8.782727329814517e7,1239.887725107681,943,793,17526.493642788635,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3324,115,1861,3565
952,944,7.064237920374382e7,3.1514897683835264e7,3.2090381228072733e7,8.782819478122488e7,1239.887725107681,944,791,17472.678675951473,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3328,115,1864,3567
953,944,7.069773371851479e7,3.1514897683835264e7,3.2095564438626453e7,8.782905803995168e7,1239.5792672984119,945,792,17555.118506828803,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3329,115,1865,3567
954,944,7.075881688869613e7,3.1514897683835264e7,3.210211347624245e7,8.782990069335115e7,1239.5792672984119,944,791,17382.157364133403,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3330,117,1866,3572
955,945,7.079948622284156e7,3.1514897683835264e7,3.2105427768771082e7,8.783076395207796e7,1239.5792672984119,945,794,17315.52273674551,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3334,118,1867,3578
956,947,7.089991632386078e7,3.1514897683835264e7,3.2107425761211928e7,8.783162721080476e7,1239.5792672984119,947,798,17287.557863106937,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3339,118,1871,3582
957,948,7.089836617514057e7,3.1514897683835264e7,3.2109161200213127e7,8.783239703780545e7,1239.5792672984119,948,798,17284.91996139098,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3340,118,1873,3582
958,948,7.09499183215251e7,3.1514897683835264e7,3.2113336105017025e7,8.783316686480615e7,1239.5792672984119,948,796,17113.953673169475,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3343,118,1875,3582
959,949,7.100089444488426e7,3.1514897683835264e7,3.2119714974074133e7,8.783393669180684e7,1239.5792672984119,949,794,17051.409695830367,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.2999999999999994,3344,118,1878,3584
960,950,7.10558444986536e7,3.1514897683835264e7,3.2116844256180227e7,8.783466579810458e7,1239.5792672984119,950,794,17013.126235083764,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3346,118,1880,3587
961,952,7.11497692352353e7,3.1514897683835264e7,3.2076038903714262e7,8.783537144761246e7,1239.5792672984119,952,795,17195.609479092742,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3351,119,1883,3589
962,954,7.124278369508553e7,3.1514897683835264e7,3.2034338231749553e7,8.783607709712034e7,1239.5792672984119,954,795,17330.88891179803,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3353,119,1887,3591
963,954,7.133127904111385e7,3.1514897683835264e7,3.1990961936558533e7,8.783678274662822e7,1239.5792672984119,954,797,17159.608324566834,0.8200000000000004,0.6700000000000004,0.2,0.47999999999999954,0.3149999999999994,3355,119,1887,3593
