-;2021Q1;2021Q2;2021Q3;2021Q4;2022Q1;
Amadora;1718.2444552976776;1651.6464538690607;1656.3215924152587;1615.0560972196386;1628.189459606061;
Cascais;2718.2478780403226;2696.358855498741;2972.358359586872;3343.177898745267;4023.916155728036;
Lisboa;3151.7612657487716;3075.246913848882;2940.829723688747;2806.1365588641215;2744.4587107323387;
Loures;1703.0541083165956;1667.3811681766838;1604.3299226732954;1563.4801772841138;1496.2091330427631;
Mafra;1658.4974554176265;1632.7133765088267;2009.4629467238506;2132.8005709994677;2414.6486504624427;
Odivelas;2029.6347900885917;1917.2738362671355;1984.5929673448404;2046.1303923183586;2072.589928793489;
Oeiras;2698.680734149899;4565.5175345030875;5950.786610267239;2599.2691783032706;9313.026956727103;
Sintra;2504.7956453874594;3236.5342632476913;3852.033439510696;5193.714691158347;6550.394954469618;
VilaFrancaDeXira;1463.1545367363226;1375.4392466799359;1361.719787889139;1347.6331041077412;1364.1171322211376;
Alcochete;1424.0;1395.6624;1340.6677327470238;1313.9884448653581;1262.2120573237678;
Almada;1752.0251885896864;1718.1153000000002;1667.0855574746995;1617.5714493321439;1566.310221618669;
Barreiro;1257.3813563067672;1272.0460513455362;1371.2897556101498;1359.0189896567804;1562.695066383153;
Moita;1103.3815594565694;974.6450504878495;936.7251991514999;915.6071923737431;883.5249517117607;
Montijo;1380.746777466545;1336.8564;1314.9934454317422;1284.434164749328;1209.0289650208;
Palmela;1363.8354867811317;1261.3887;1223.9241942213002;1202.449362908196;1228.7058214452006;
Seixal;1730.892643256082;2674.827148631541;1780.9160061751652;3237.569232036171;4754.519615086224;
Sesimbra;1712.4103357067304;1554.5324283283142;1494.0053683929002;1460.9999924446106;1431.5859607985685;
Setubal;1663.7030271769597;1388.4343403997195;1496.677697543557;1653.2336021450728;1631.4845934081325;
