-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,
Lisboa,9.614859773346366,10.360719333039427,10.41012123978426,10.605437411676686,11.059418132206435,12.104544829856174,11.035854805407137,11.257998648157557,11.739839774876948,12.243288139552751,11.138354966496214,11.70491891684943,11.481377037149601,11.838743231182555,11.6145032629829,11.784909479145126,
