-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1931.7165202316814,2051.0720370793774,1955.3408206709687,2070.7223869653158,2320.9939386445067,2198.5995872189637,2102.2814769348242,2101.0707550681773,2226.9719293200387,2333.119673208131,2178.816152931119,2252.438590186822,
Cascais,2511.291182509901,2969.274486049292,2782.5219208877133,3335.7385729095236,2714.0155292576683,3000.119633770944,3156.0157419759857,2782.1814894654754,3030.5916023778695,3118.175487214683,3253.477723022468,3363.2549949812365,
Lisboa,3362.2252980132184,4090.3283705367066,4410.214461296244,4312.3371099766,3847.2019891465625,4172.210695595881,3993.435539905006,3821.265075133868,4110.939831925228,4240.520978005092,4490.6682330788035,4361.946249790207,
Loures,1752.5964173633392,2074.243464796397,2072.0593825281708,2101.8951636292404,2064.2658096851956,1950.2687172815033,1833.625068422059,2182.260899713797,2177.506630768881,2273.0015259947268,2012.4244364105339,2277.2622348386653,
Mafra,1616.216982699811,1697.3645324275533,1566.5927361125773,2018.132688444421,1728.922873125433,2025.7419293553007,2172.1185776430293,2237.540528173964,2124.25236098887,1893.4737618142137,2305.7851208523966,2421.652046925973,
Odivelas,1945.4941758930217,2015.0412974158726,2321.252634077179,2418.882602061294,1956.0879600789394,2093.803631685083,2402.761134790442,2384.4056103757825,2470.3808151263775,2179.469952882289,2158.2130004213363,2298.7426953813106,
Oeiras,2647.33478586582,2911.708129901545,2570.1340990786834,2639.8315858026867,2585.4513691842108,2513.1468471302196,2864.4089652588264,2863.4134061874465,2815.254591900776,2668.4610138975504,2870.874430977275,2665.030098034984,
Sintra,1476.4423991777278,1518.2079053130756,1565.6524603670457,1562.9361834417361,1670.8345632357364,1616.0432659147796,1533.0237282044893,1515.7055113291465,1685.6196645948614,1654.9177612955689,1810.9232276417742,1643.4107288550824,
VilaFrancaDeXira,1496.0392072745901,1298.8495454479873,1584.287387453724,1641.410978608666,1630.2751943985822,1570.2469823549663,1601.004565818158,1550.7830880362615,1571.1982840284727,1756.1740756973354,1738.8257529773377,1661.596809986448,
Alcochete,1757.5489527114287,2347.4766126546474,2155.177817319262,2711.884206182906,1968.4273933610693,1971.9837287559005,2767.2725168584775,2434.973547829899,3156.2783999999997,2607.0127383972176,3055.124720147589,2426.563621487354,
Almada,2043.0979941977216,2127.6485035598607,2174.6843692287903,2119.3974111110115,2211.567511194652,2331.607401521012,2422.51087871415,2113.7172411284528,2449.7981344918344,2574.614533486294,2268.176579557063,2295.6969797971406,
Barreiro,1165.0477369173134,1307.6428732188165,1358.184502503416,1331.199949193281,1424.8731884001093,1345.433454031579,1588.3904080954758,1344.4684244848868,1483.6294471582562,1471.5587296143667,1536.170568218385,1519.4737212733348,
Moita,968.8369359718565,1054.6305528249306,1214.9448007468727,1130.2397614397623,1000.1783595306122,1217.431237828781,1428.27096570094,1210.4221769082392,1168.1440455324325,1081.8720689699671,1315.5003777920408,1110.6617466799332,
Montijo,1505.1721695449698,1768.7620360428757,1396.7560178620492,2029.3316530200614,1761.7022292528645,1955.8549618134962,1437.134919484317,2548.516678823683,2430.3193297456364,2464.6637495769446,2506.657337211334,1872.6444262727177,
Palmela,1241.4654881441752,1475.5363743711578,1490.5322194955045,1497.1596411514013,1585.0346951948873,1963.898372061522,2057.873842573778,1950.6300183453843,2008.178989345873,2205.399431125293,2159.2780992207445,2205.3397419952944,
Seixal,1567.8377688624914,1443.0415773836792,1599.829387361065,1622.3689403382798,1569.043205863779,1714.757049624087,1668.775254513036,1644.6926566022782,1825.3670626692585,1920.148809821398,2033.0864480407843,2198.2004775982896,
Sesimbra,1479.7957067777684,1556.2712356662826,1648.801667603615,1862.866300482268,2241.8924045765752,1597.0380407346306,1915.8217212064183,1956.562173112652,1474.9196289453955,1908.5253692844092,2411.8678625084544,2432.3187962891234,
Setubal,1313.5707507674526,1485.9145099422965,1692.2148892368555,1481.7710897956738,1516.4891451496228,1569.6115334397396,1512.6822334300741,1761.3906027228827,1743.75155742227,1705.786422795507,1506.7240883112772,1964.6694032766154,
