-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,
Lisboa,10.077891372956774,10.818677711676594,11.420716356503817,11.578397490340347,11.418396670933989,11.611349183614447,11.89135547374615,11.613348256616028,12.11566466391761,11.863818358666846,11.622373312843175,11.95288264923425,12.205025968108563,12.15286101080605,12.332099218693353,12.217646398193681,
