Year,Birth Rate,Mortality Rate,Divorces,
2021,10.07181238945743,14.246903892293329,1.7909033394939653,
2022,7.546681438780581,15.77940202352168,1.9029768439225416,
2023,9.552764495294797,17.451607774359555,2.0145771732941227,
2024,8.145775587110595,17.868206395698603,1.8669061807801597,
2025,8.738449671954463,17.888559253755666,1.9775589089374388,
2026,7.469945515021954,19.179252713736485,1.645825325181901,
2027,7.863363658325461,20.31481092464983,1.7923543555794128,
2028,7.283795930637066,20.167171934264676,1.7198594545347845,
2029,6.909914190329903,21.633057859966634,1.8359293398389382,
2030,5.761030952640648,20.81309520876416,2.3537111437604876,
