Year,Birth Rate,Mortality Rate,Divorces,
2021,27.762783001539695,15.284507697928426,2.3058337866845995,
2022,27.424902639509522,14.722901207246057,1.8765310380147,
2023,25.597112090950663,16.329685245101697,2.336271357509281,
