Year,Birth Rate,Mortality Rate,Divorces,
2021,8.358500309288875,15.399192761942658,1.432782334428886,
2022,8.632887384237689,15.88960541211304,1.4184103881026866,
2023,9.170075258472783,16.270284075483076,1.7160862979438796,
2024,8.280130265828035,18.495713672332982,2.283326824645094,
2025,8.212309481672358,20.339645325177152,2.1106915745916983,
2026,7.763095644977806,20.28862782689905,1.59837974286956,
2027,7.5282488886911585,21.075162459839014,2.0056578642158716,
2028,7.861192904213287,19.14217800730387,1.1282114868540196,
2029,7.032792185171758,21.99661593084881,1.5335988275850023,
2030,6.9663260921216015,21.755691680781435,1.564691340195764,
