Year,Birth Rate,Mortality Rate,Divorces,
2021,9.00185378742303,10.589213894674224,1.2688170520122053,
2022,8.888502737739667,11.026908836042889,1.714133999663535,
2023,8.697560299195876,11.42616496040573,1.9632931327452707,
2024,8.99760303859933,10.668156701179372,1.783877466951917,
2025,8.514245465949129,11.613277937909677,1.866401939500006,
2026,7.789619449702642,11.77512879860388,1.7360897164315292,
2027,8.771924829315566,10.780293695434642,1.9723509099669971,
2028,8.676737767675684,11.274091646950488,1.843462780956919,
2029,8.411762661419045,11.025963534191781,1.933173906232865,
2030,8.073036759286545,11.309643666556989,1.529783183325602,
