-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.81447499147561,9.588087812790523,9.825355226343692,10.729342633695316,10.791483648157143,11.187296299408988,
Cascais,10.9260488485029,14.44406321601889,12.449795287011721,12.685218987297414,14.598565239726026,11.89707444487002,
Lisboa,12.350324013957469,13.626534773019143,15.185237954279724,15.54791792910955,14.214307772126885,16.839282687739075,
Loures,8.28935493024344,7.588201599292694,7.973487058461668,9.846221384385064,10.600750097210645,11.123572496958918,
Mafra,7.422313386871079,9.457236006388598,6.407141110622037,7.37475301473371,9.325925915283879,9.460517352507754,
Odivelas,9.083736428179456,8.708765896462854,10.441818085081271,10.13077372975876,10.208112666428915,12.169584577515696,
Oeiras,10.62627157017534,10.839954854033572,10.10699894370675,12.609344157234887,10.649473006503316,12.099570571515018,
Sintra,7.6395829940763615,7.737404012086847,7.919272417095753,8.370897703641896,10.50828293690498,9.782911058574896,
VilaFrancaDeXira,7.688181459786667,6.696188778019124,8.056540652700237,6.612873206386854,9.101548580556377,7.674806837762395,
Alcochete,6.7522798685042655,6.850288202690395,8.313829324947028,0,0,10.501044366028381,
Almada,8.661852875929778,8.720306585498236,9.58020719962531,10.563457065735852,11.429997607823449,8.869755234858085,
Barreiro,7.240658878956493,8.564479202656539,9.186706733039847,11.14047632923333,9.073115217018039,9.715728630456033,
Moita,6.05330353223505,5.1132613975151235,7.80869439850843,7.764915112352944,6.619404797285117,5.755486891385768,
Montijo,7.173100052155787,7.287112854348025,8.23603473207463,8.862813922209565,7.85395300161872,9.559827133381928,
Palmela,6.218643413682876,7.810726354269411,7.506378471585415,7.985706915282614,5.198323043855242,8.859612586192538,
Seixal,6.899591094932233,7.184661587226405,7.715597417686479,8.893865361092908,8.740202438926351,9.703660098100638,
Sesimbra,6.910453148242722,5.560856136775261,5.689609870020456,10.393513733601504,6.347364948219784,8.61749144309017,
Setubal,7.121157141844545,6.235137650673843,8.888764309872055,7.91563759216831,8.435083130467378,9.153511839487763,
