-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1790,1853,1961,1965,2071,2114,2101,2176,2546,2492,2354,2553,
Cascais,2629,2667,2890,3194,3227,3268,3366,3462,3232,3272,3014,3206,
Lisboa,3148,3808,4020,4156,4260,4511,4734,4754,4602,4948,5153,5131,
Loures,1918,2108,2117,2179,2245,2347,2336,2487,2545,2625,2587,2688,
Mafra,1572,1447,1795,2012,1952,2112,2502,2460,2452,2158,2366,2475,
Odivelas,2007,1978,2356,2411,2471,2498,2499,2623,2578,2841,2952,3015,
Oeiras,2545,2657,2651,2679,2779,2814,2867,2981,2947,3028,3161,3304,
Sintra,1406,1467,1585,1671,1701,1780,1896,1961,2246,2226,2421,2505,
VilaFrancaDeXira,1503,1472,1627,1529,1689,1680,1461,1763,1808,1770,1731,2482,
Alcochete,1692,2138,2337,2519,2436,2223,1956,2622,1936,2552,2768,2583,
Almada,1798,1899,1776,2035,2187,2005,2146,2355,2257,2326,2443,2336,
Barreiro,1087,1196,1135,1300,1110,1417,1388,1124,1683,1343,1508,1186,
Moita,998,999,1004,830,1132,938,1024,894,1423,1053,1197,1479,
Montijo,1411,1608,1661,1816,1853,1776,1819,1997,2068,2150,2134,2004,
Palmela,1162,1425,1363,1723,1737,1856,1606,1867,1874,2076,2204,2212,
Seixal,1469,1618,1680,1747,1853,1803,2186,2068,2147,2093,2427,2452,
Sesimbra,1489,1503,1561,1479,1554,1629,1713,1829,1593,1928,1991,1908,
Setubal,1504,1297,1491,1598,1798,1693,1801,1816,2023,1925,1653,1914,
