Year,Birth Rate,Mortality Rate,Divorces,
2021,76.95970753282438,14.342096781380171,2.778372332706159,
2022,70.42703798313812,14.911235325924007,2.551849877885469,
2023,69.9150097991436,16.786320311807565,1.9900505401052349,
