-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,8.69789715905284,8.450059743029172,8.123062947312905,8.18465401923747,7.947512792955498,8.036342283050374,8.01731325214473,8.052711660549818,7.912549204843193,7.770336722180854,7.787642774289048,8.015007965090458,
Cascais,10.878801386800083,10.467685240302732,12.14604605116854,10.719295738820962,11.52130696894219,10.28358095238095,10.297428939680557,7.922994825434084,10.219882100848928,10.069182086238255,10.422760709481732,10.418207780837838,
Lisboa,11.404354569050893,12.809907499691455,12.7601934836084,12.34560330257269,10.604315358910334,13.05711953914577,10.988463766047357,10.589989000940935,10.000069732667509,11.281343363582454,10.180083261334083,9.22603842266332,
Loures,7.689629760821018,6.896767737274663,8.489568822607295,6.61859204471601,7.577552961952337,6.662292979469944,6.167658277760406,6.031325223656529,6.932962723416698,6.3962473505797615,4.595672990228358,6.42877958189482,
Mafra,6.698842441613991,6.226199098415999,4.533679445692823,6.103780329539391,6.864631531292242,6.530298606902073,4.041883957626397,8.0643485323319,5.235111465824641,6.7460440357636315,6.7838163278308015,6.741592244951458,
Odivelas,8.376367554599737,8.174287806696,7.7764539227339995,7.667828028028128,6.957756266363086,6.9769214893330815,7.652277522351368,7.93014990539645,7.31778503904865,7.204963866297007,7.164338516387122,7.003820495245144,
Oeiras,7.620203095270675,7.038863727016064,6.712388342064104,7.071519155955401,6.5240359500871765,5.754267415316035,6.483301507929583,6.185498757034773,6.86557629905502,5.886277969657218,5.59330244858219,5.744322504614734,
Sintra,7.480071561633667,7.292076431112,6.996340906461229,6.681726920854204,7.183391947215319,6.811195368281684,6.653615974516251,6.414942977548395,5.51375323982199,6.335949120516924,6.175028549584574,5.243909375173288,
VilaFrancaDeXira,7.271241972476007,7.216009213859205,6.57932689845602,6.14139375138302,6.447232491189309,5.3934096225139205,6.618032940886343,6.101127478013449,6.283566071563291,6.056406035158472,6.089975804489059,6.146292350610235,
Alcochete,6.838820795720688,4.976009066312843,8.721444986385864,8.923674961698994,7.983136708624147,7.72755826397034,7.843057305895517,7.820335949318389,7.472572778273133,7.470158035872232,7.314739974771363,7.052022865502276,
Almada,8.415098226085384,8.143251904570308,8.081068737323037,8.114024138885268,7.730722272007513,6.522639057257143,6.6689834916259265,6.303710619070866,7.503013506555557,8.265869532209415,6.050506351871267,6.033731507858376,
Barreiro,7.107500723642001,6.450544604001157,7.537270882229661,7.370434076760499,6.8818568304307375,5.811855650927111,5.4641809387481235,6.782280624221261,5.641526809792701,6.038359322330171,5.991244466502377,4.973852796976145,
Moita,6.524868333521672,7.116132394179098,5.332742812851627,4.99833885215866,5.057883724693649,6.3423069447729965,5.692507407747792,4.73927423858553,5.615619951801432,3.934972716363737,4.98394727860283,4.907406621530193,
Montijo,6.394406265075693,6.134953262217646,6.912479047246545,6.127749275071155,5.262918709191519,6.129882902287915,6.233460141930001,6.079698691032007,3.9961821493322933,3.9537677160824822,4.851885222909738,5.413466663195992,
Palmela,6.33135295539845,7.198994677742999,6.192264833917079,6.7904623719961075,4.5672818778891315,6.487078292423034,4.743252146130761,6.156252559980583,6.15524872694589,5.74792451429573,3.579186793015319,5.321873960670063,
Seixal,6.981791654293332,6.672068318186553,6.254057894031009,6.2328422494839595,5.625864347614165,5.874695146494747,6.7687132877862215,5.400808519755354,5.026370484367712,5.065114731940747,5.038019889531212,5.040981606828681,
Sesimbra,5.199876799524178,5.278042649054525,5.3127724830698435,6.506924195831769,5.332709297101097,6.8550020952310895,6.888244232752206,4.9207292108264795,5.229323398513709,6.015453216603996,9.30078188100535,0,
Setubal,6.656419045567729,7.701820903467446,6.696637780574064,6.605681365048165,5.906881038731623,6.198048697858461,5.25961419376134,5.577065077438978,6.087145618939825,5.899823195865508,5.756510971363652,5.037959844811399,
