Year,Birth Rate,Mortality Rate,Divorces,
2021,14.152572335384276,15.334666056228146,1.8555927947048256,
2022,13.724845919372365,16.162392539637423,1.8089936776956759,
2023,13.09116809985936,17.33938959099047,1.6756997965861997,
2024,12.84070510891329,17.435997283396553,1.6098086579207214,
2025,12.534741314582318,18.75073770470024,1.6753821807581626,
2026,11.096803347674163,18.675971404877494,2.1202222050976633,
2027,11.23100881809772,19.27303973073954,1.549926135028795,
2028,11.254984278386896,20.2478918767257,1.5527627723562394,
2029,10.212189718540218,20.946194826836336,1.6067068196944574,
2030,9.580758102906612,21.355812218584294,1.8217303708986683,
