-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.364574006133427,7.981474341869003,10.615791984260403,9.652422865264576,10.34276096586155,10.587811102004089,
Cascais,10.33770917847925,12.130979576551741,11.21227369011486,13.973608271136657,13.01556075597653,12.487219506312028,
Lisboa,11.275763043581854,13.432414156219386,14.391555081632507,13.89451778568095,13.73329657674587,13.260532289449394,
Loures,7.776928795910123,7.971788778019702,6.93304563858667,9.20087487742913,9.130620689495402,8.888634088738485,
Mafra,6.916368888888889,8.65093560359502,10.396701652235736,5.478727220961662,7.606940453020582,6.983192751547499,
Odivelas,7.99168221664428,7.80124586415881,6.537297918217201,9.436507247690287,9.125048023957243,8.816202711970973,
Oeiras,9.942871408792323,9.38634215532655,10.395693904862782,9.657923934957264,10.164728529150011,10.824236225892466,
Sintra,7.067303988893973,6.692256235893888,8.489197544558035,8.308238017437635,9.549591030365432,7.498450421768066,
VilaFrancaDeXira,7.107648453577728,7.071119534324087,7.114030099954065,7.765128443398057,9.53516134382643,10.225835368409872,
Alcochete,6.12494959247388,6.043289774279472,8.544759806453605,8.686370274914088,5.157016624534873,8.598764229664775,
Almada,8.52678682708617,7.7285828972976365,8.139151470251582,7.87605442569594,8.842892469153258,12.033307090272729,
Barreiro,6.915464218602918,5.719684265517215,8.271034699060042,9.27248912631593,8.457031443194305,9.794912126540781,
Moita,5.834571777087461,5.565529269169987,7.297332132519813,5.224973329979786,7.095614926230213,8.396195742591342,
Montijo,6.435809202745499,6.884805851453081,7.1655323032025615,8.7450840375553,6.49096801428071,6.6055752325352275,
Palmela,6.354644276259201,7.049876720569105,6.504339994648796,4.6715804779093695,6.232115686242472,8.742276303342999,
Seixal,6.482162825177557,6.530260162194117,7.542306545018461,7.443350800526548,8.062871215747915,8.579508974683375,
Sesimbra,6.4914827754537905,5.151882426107065,6.271231675445951,6.746991285970938,7.5430859085426265,7.6194513985094545,
Setubal,6.532143563594588,6.999451859264634,8.26327007036503,8.220016168671602,8.542795503313542,8.41681937089393,
