-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1785.629146629447,1921.9417545659517,1997.4148594812204,2049.551426914483,1913.1108694751078,2049.9811222985036,2108.4696219578514,2134.7306445074864,2057.6694988104964,2022.1011293885535,1962.6236820539652,2007.6653394179548,
Cascais,2721.849304974054,2720.2730715307302,3046.670470221032,3171.864369797189,3166.4891616294135,3038.304637287657,3240.52304154364,3123.7023722067333,3201.6242542793143,3153.223803730197,3300.8795094188904,3332.4778638978305,
Lisboa,3335.5672889188836,3731.320896462665,3940.6619816368675,4148.172900652319,4003.5043159273055,4200.671510114165,4574.469972877159,4504.871353418723,4978.300614894609,5402.7484543074115,5711.973581835363,5989.913230662971,
Loures,1952.009054235842,2071.39023025305,2147.9908521589177,2115.5685494630698,2130.741002334542,2113.850207101347,2203.465938769769,2190.004565956945,2053.6750469030817,1978.258718590577,1963.3399567622764,1920.3923889218754,
Mafra,1731.570523996657,1830.1323187828875,1915.785989109333,1964.7396308909426,1911.5228380254732,2040.5083958127973,2032.1209693704163,2079.7296330551208,2344.3278982047254,2186.3573675689986,2026.0473016500116,2304.1869457053817,
Odivelas,2187.236530477024,2276.8462443561575,2381.6430291062015,2371.7359327753115,2374.2431062337632,2414.4681654079545,2358.904017675297,2225.685553537656,2176.686654621701,2223.88986790525,2135.4621844350295,2056.2264877274847,
Oeiras,2537.9250957075155,2705.16609967992,2579.5756057077106,2727.8426873669346,2762.4407247006657,2862.6159470487773,2902.5764966234256,2833.6752346325693,2708.347453752956,2901.884308939098,2616.705101081343,2473.379686765433,
Sintra,1558.3302074510962,1449.7194347818781,1633.08553895897,1612.428349535699,1823.0184171500323,1912.1811751000428,1825.2208906675442,1985.8895039367787,2063.579787287775,1867.3366595805312,1878.8943850766805,1797.6152761604326,
VilaFrancaDeXira,1583.6981083687156,1543.81678325936,1699.4237157126915,1771.4510339938242,1839.7079412336384,1835.751232813417,1986.0548632757723,2041.693024525385,1734.509382792127,1723.7685149610002,1684.726736810149,1527.7915101459348,
Alcochete,1619.4843461895414,1611.0794493375922,1797.6408759183937,1648.8043051113393,1851.909393456198,1880.485581485971,2044.2539883913184,1794.6484222959461,1854.5028260047493,2065.144733191394,2412.5359405162585,1919.2043975554107,
Almada,1824.0899528032646,1926.429905163865,1999.7830708203219,2073.2592715485553,2055.3087120473037,2173.6053532642304,2032.6162044030605,2007.1945780426859,1993.1998188336875,1919.3292742950541,1928.074433972314,1878.822283914599,
Barreiro,1201.4988486371578,1338.9099124937584,1350.7824650698235,1402.6390505379588,1447.8506585362466,1366.9608387841658,1623.7424536212584,1599.6608217275934,1698.7490773218806,1717.9293865356299,1674.2543362205265,1708.2219945038426,
Moita,981.4154957559792,1166.9224586616479,1189.4281437144855,1085.0536610291767,1069.9845204096305,1488.6636927446475,1404.4264095171895,1486.7481436173903,1539.5950469940194,1618.6475998600065,1546.0569620797924,1381.20588797031,
Montijo,1432.818816554685,1589.0302549439489,1665.470088597347,1733.820512262248,1734.2022160026413,2010.8440236739505,2030.6734696048659,2098.4647722944705,2034.51673587697,2149.8244015673586,2128.9632861373657,2126.1814656367505,
Palmela,1324.2585767292348,1296.5127576411046,1567.3019167535847,1641.7391652090719,1688.5013955450063,1723.6146290857655,1847.7367851326903,1976.7959104193353,2034.8670354399092,2086.6818921203694,2164.8806204414595,2184.43850122396,
Seixal,1448.5634257526272,1622.8227202670564,1793.2057170836872,1891.638790365732,2046.0471606083834,2076.1753186537653,2242.990322659428,2262.9943885124785,2206.945563789331,2353.607439818552,2400.2912903886704,2419.061447630631,
Sesimbra,1467.808346929469,1402.1747790407967,1525.6465379747042,1603.9793212032455,1627.7725965166164,1637.883417314192,2033.6523158573577,1700.223606623798,1776.4878243003132,1727.072870038942,1983.6175397214488,1842.2933215547253,
Setubal,1344.4998813693776,1457.3436258452316,1538.2454493329647,1764.2152584283367,1646.5219264865786,1822.5056443358385,1947.1958619306758,1997.8253161769494,1919.3999494035822,2007.5050209575086,1974.7482736860638,1908.6845468639845,
