Year,Birth Rate,Mortality Rate,Divorces,
2021,9.882498617038022,14.71900703309605,1.7568111027624445,
2022,9.354239568237615,15.717218444544088,1.2801998021650063,
2023,8.976795023034892,15.937420758702643,1.951808836428703,
2024,8.220042095437803,18.341003706476734,1.5473214171851188,
2025,7.553128334674461,18.624681116388885,1.4090262991139866,
2026,6.794077783423542,18.162915017274507,1.5563186543694678,
2027,7.031389438432011,20.27744207873345,1.6080474128188158,
2028,6.7768106043662915,20.296280256594102,1.4744900126379945,
2029,6.526549280813017,21.296776507530897,1.4359927213771158,
2030,6.651293073582492,21.60009097861474,2.331094710871891,
