-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,
Lisboa,10.812998288553208,11.8389857309895,12.271164816930465,12.566039180788806,12.820610410656244,12.914075703285235,13.30511064536449,13.122525770239324,13.763638872201174,13.753356832919907,14.042749757359372,14.013078135608637,13.906351415350823,14.075543688081432,14.164267266057266,14.385171172167626,
