-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2026Q4,2027Q1,2027Q2,2027Q3,2027Q4,2028Q1,2028Q2,2028Q3,2028Q4,
Lisboa,10.207552392755346,11.249295697465174,11.663931481130149,12.230052993215148,12.031518937082385,12.484480102305744,12.509661384895818,12.6850254558572,12.735496769087579,13.01100904424049,12.983542902727521,12.84486933601968,13.355978804426965,13.297481200144853,12.835433527399378,13.850303352354356,13.705807392720185,13.804068723947019,14.001097458601222,13.549249243951614,13.784288489898834,14.212496750657342,14.006848926768853,14.019307344448421,14.198290213660966,13.781365208322276,14.377773213547382,13.796306461542464,14.460716480980677,13.817968967262065,14.222004962748205,14.567999049724445,
