-;2021Q1;2021Q2;2021Q3;2021Q4;2022Q1;
Amadora;1710.9981643486863;1662.424962508555;1626.356106470616;1630.2311352461547;1555.0525312164064;
Cascais;2828.3294684579378;2638.4292;2707.385041222985;4429.916971852061;4908.461157892319;
Lisboa;3346.135320276274;3081.96958764641;2866.7180447703095;2839.9600801697625;2763.236753833132;
Loures;1768.6890863168992;1641.0986871967407;1611.1042267293951;1556.1484131919792;1512.3080040161979;
Mafra;1661.0483233286377;1614.5008701097754;1578.3902396724113;1907.8667184328056;2103.2803484988963;
Odivelas;2113.7112300360172;1935.2518888514226;1878.8263121801906;1904.753898250823;1956.7137841960505;
Oeiras;2584.4238431187227;4307.813035265387;6758.875056260037;7688.327491224758;7224.054489683531;
Sintra;1954.2961284587411;2452.927353478319;2831.7260735469895;3165.8414876319443;3436.0299186119923;
VilaFrancaDeXira;1526.7330446486994;1354.898896039119;1351.2615336444217;1378.8729802615396;1355.827529905086;
Alcochete;1416.88;1400.8517743048174;1347.438781902312;1448.4813324828046;1698.7958841229931;
Almada;1753.0;1753.3723795901888;1663.759378525797;1617.5714493321439;1569.5279597155297;
Barreiro;1308.1094909038197;1276.5126529490863;1450.1372659407998;1601.6796602416455;1386.784491427593;
Moita;1002.8788566488852;970.8006438230952;938.0698201238364;910.6770494593625;886.5649125051489;
Montijo;1384.0999549866835;1340.507311560909;1298.9213828907966;1258.623763199683;1280.9788681485547;
Palmela;1484.0000734808204;1261.3887;1227.0234515907564;1194.2570341230016;1242.866817879211;
Seixal;1559.0476680187262;1939.3578325908713;1923.222241413508;2604.515480985148;3156.6482415354667;
Sesimbra;1606.7321359922228;1539.7371;1527.242608094977;1502.2965409994895;1437.491359901594;
Setubal;1406.6269656811003;1297.0608669227402;1461.1248199644208;1406.0933688233517;1465.0719348491948;
