Year,Birth Rate,Mortality Rate,Divorces,
2021,19.127563857584107,15.046910109133876,2.6722725282116837,
2022,18.166927511426014,15.727039427167124,2.2814857775517194,
2023,18.094820800874224,16.662771596747973,2.6055646288504213,
