-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,8.833224103415684,9.558900651779796,11.170204958389139,11.205760936051107,11.494877225669425,12.518464474022633,
Cascais,10.506988318142962,12.223730074621322,13.764215031786945,13.94887514450188,13.273535914855069,13.451308009463693,
Lisboa,11.736025370329516,15.148088861475228,16.75659559203474,16.947037489985142,17.734212355852012,16.337034381536263,
Loures,7.604631378997078,8.452213054689569,9.395882410798055,10.139599095056994,9.747561732292514,11.517177541949453,
Mafra,6.73788110987456,7.270692752457475,8.852596263553185,9.657694666456603,8.435941627640887,10.442924554228025,
Odivelas,8.049221650228587,9.473707222222222,10.376961463341344,11.063951703559026,12.847707912868922,11.200199537709544,
Oeiras,10.171141456805117,11.447694456169991,13.461029327724983,13.689514099504493,12.381549848803678,12.94329241068658,
Sintra,7.250386777115281,7.911027358633914,7.737608608079694,10.873735373930757,10.62477929752087,8.704017934659804,
VilaFrancaDeXira,7.111010910785246,7.196219579308176,7.849690572624386,10.256241225183722,10.825762888163418,9.76411851166482,
Alcochete,6.457218489583333,6.646566597089045,5.688486160788196,8.516655764530643,6.415362660564296,6.81762211653646,
Almada,8.3821604303615,9.367915846763088,8.819496422807141,13.249363438374193,11.735945421944894,10.355636764411578,
Barreiro,6.928312089763221,7.236461772048562,8.169620329930817,7.938455899313308,8.775747864683026,7.855813293724766,
Moita,5.6725760764842565,5.733331402542982,5.35872820687834,6.257788739572389,6.482685930795355,7.178216335195137,
Montijo,6.236152588804328,6.4490134911949335,6.133343765498247,8.848580421368741,7.729975491402664,9.280319992779221,
Palmela,5.734238010421153,6.38415568598259,5.778766253141264,6.758044993330353,8.588665964023203,7.1268927149412304,
Seixal,6.93679980677734,7.629866301212896,8.880681604008327,9.00851763796085,9.266391543828592,10.726160774332143,
Sesimbra,6.459898224867834,6.595727740000736,5.426130171637446,6.038546434792011,7.360764166894724,9.598159640281116,
Setubal,6.546365795586841,6.811090715203996,7.902169608519973,7.368265288237858,8.903070635570586,10.449428001534988,
