Year,Birth Rate,Mortality Rate,Divorces,
2021,35.86135398469666,15.341152164928943,2.4647719338927923,
2022,34.63488141981763,15.678519989781398,2.523994140614221,
2023,32.86778874402348,17.585710585451885,2.5153362085444866,
