-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,
Amadora,9.186616718648635,9.163041334741486,9.368312518215767,8.95013918838611,8.487282166198117,8.78785640299431,8.678861634972167,8.680688085792182,
Cascais,11.530352531481746,12.023839225812146,12.618642585523897,12.397840388942424,11.355987126187149,10.319237357784784,10.897987863834771,10.402445284838993,
Lisboa,12.468947367142286,12.597050266043784,12.778741309822362,13.137260465535421,13.342313765486722,14.54639108298333,13.300330157018585,11.763043838524029,
Loures,8.195682276391103,7.615514598185475,8.413066615047336,7.042449562006071,7.931752520686099,6.793809416712461,7.079608756244808,7.491028763778779,
Mafra,7.185636082729637,5.548624640659479,6.669722920461826,5.013748061089213,6.7696343920250674,5.605521086697346,5.546754805020058,6.730527995901233,
Odivelas,8.901093791390789,8.656570415224651,8.124643012740995,8.007263920343137,7.842360465898893,8.262099421225727,8.470314678718388,8.287813285708447,
Oeiras,8.0807102961344,7.772855209330692,6.838535495633149,6.966234278380396,6.664308206121166,6.643043760524181,5.990180930313401,6.189904868397722,
Sintra,7.988081988461222,7.053634505391523,7.764575088139925,7.379805734417225,7.985880090002242,7.626278552450202,6.666659212079976,7.24201003869958,
VilaFrancaDeXira,7.77800670248899,6.13575434604528,7.561286928360666,6.754789925429461,5.811924044141137,7.295617449334582,6.472885311183804,6.125501065374244,
Alcochete,9.125646473884487,8.649365989051145,8.512077096280969,8.125803487410748,6.6049498679695535,8.521097128091316,8.299558044781708,0,
Almada,9.055897470162712,8.593803663764831,8.924880642337367,8.672643788627706,7.818978230382319,8.215156159798674,7.048224779457819,8.40437526378631,
Barreiro,7.462831351050689,9.033484574765415,7.920447982211149,7.425713485959156,7.128598543987128,6.656128233880381,6.572045824981268,6.4768994025526885,
Moita,6.929486744571812,5.961654619898006,5.9648416345449755,5.956983851667994,5.805161350757602,5.654484486444709,6.145609693446879,4.899534545623412,
Montijo,6.903674239984822,6.116007208916881,7.310398842314125,6.077556069908166,5.673492006598626,6.388121350187525,7.05249543506485,6.413710593967001,
Palmela,6.804292965570678,7.429486166169793,7.563562278756134,5.70411862349553,5.737888140089411,6.786582896432495,5.637341776695153,5.3225291676456825,
Seixal,7.486274237506164,7.371126249542843,6.248457972788103,7.125036716617947,6.925465167943745,6.5335397716497585,6.161102113249968,6.826105003939763,
Sesimbra,5.460269941361702,7.790491859039999,6.550182438951164,4.658454962628344,6.977353344840224,5.076434517606415,4.995196323191044,6.553759102173221,
Setubal,7.068256137838859,7.120946077276679,7.09760808864139,7.313839131388604,6.466230125995507,5.758149848650674,5.769883665729234,6.4477324704426255,
