step;count_supply;gov_wealth;construction_wealth;company_wealth;bank_wealth;calculate_houses_prices_perm2;supply_volume;demand_volume;rental_supply_volume;rental_demand_volume;calculate_prices_in_supply;irs;vat;subsidyRate;salaryRate;births;breakups;deaths;children_leaving_home;n_of_households;subsidiesPaid;ivaCollected;irsCollected;companyServicesPaid;inheritagesFlow;constructionLabor;rawSalariesPaid;liquidSalariesReceived;expensesReceived;transactions_per_region;rents_per_region;number_of_houses_built_per_region;supply_per_bucket;demand_per_bucket;newly_built_houses_for_sale;mortgages_per_step;houses_for_sale;contractRents
0;0;2.6622e9;1.3311e8;1.59732e9;1.783674e9;NaN;Dict{HouseLocation, Int64}(Palmela => 0);Dict{HouseLocation, Int64}(Palmela => 0);Dict{HouseLocation, Int64}(Palmela => 0);Dict{HouseLocation, Int64}(Palmela => 0);NaN;0.2;0.15;1.0;1.0;0;0;0;0;26622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Dict{Any, Any}(Palmela => Transaction[]);Dict{Any, Any}(Palmela => Transaction[]);Dict{HouseLocation, Dict{SizeInterval, Int64}}(Palmela => Dict(LessThan75 => 0, LessThan125 => 0, More => 0, LessThan50 => 0));Dict{HouseLocation, Dict{SizeInterval, Int64}}(Palmela => Dict(LessThan75 => 0, LessThan125 => 0, More => 0, LessThan50 => 0));Dict{HouseLocation, Dict{SizeInterval, Int64}}(Palmela => Dict(LessThan75 => 0, LessThan125 => 0, More => 0, LessThan50 => 0));House[];Mortgage[];House[];Dict{HouseLocation, Float64}(Palmela => 3.1817649151768195)
1;70;2.6421745668263817e9;1.2218410787285675e8;1.6213789443458123e9;1.780416997250026e9;1023.4125855941386;Dict{HouseLocation, Int64}(Palmela => 88);Dict{HouseLocation, Int64}(Palmela => 2492);Dict{HouseLocation, Int64}(Palmela => 34);Dict{HouseLocation, Int64}(Palmela => 2471);1320.1852185349749;0.2;0.15;1.0;1.0;137;6;41;42;26663;5.242945081163008e6;6.263672034736119e6;2.096802507523126e7;5.3244e7;0.0;2.212692127143307e6;6.4679197184375115e7;4.37111721091445e7;3.549414153017116e7;Dict{Any, Any}(Palmela => Transaction[Transaction(0x004d, 78205.877612972, Palmela), Transaction(0x0052, 90383.04196430197, Palmela), Transaction(0x0043, 55895.74584459645, Palmela), Transaction(0x0026, 39691.24455374232, Palmela), Transaction(0x008c, 123513.25192728618, Palmela), Transaction(0x005e, 64273.15065314916, Palmela), Transaction(0x0038, 42437.950747624265, Palmela), Transaction(0x0026, 54045.93127947773, Palmela), Transaction(0x005a, 90765.37472283353, Palmela), Transaction(0x0042, 89204.59040755729, Palmela), Transaction(0x005a, 74591.4768838636, Palmela), Transaction(0x003e, 85298.73869871396, Palmela), Transaction(0x001e, 38788.30127633337, Palmela), Transaction(0x005c, 91070.37334232472, Palmela), Transaction(0x0067, 87368.65614864523, Palmela), Transaction(0x0069, 83718.02846055457, Palmela), Transaction(0x006d, 144477.89869925356, Palmela), Transaction(0x0042, 68658.61820542533, Palmela), Transaction(0x005c, 122302.32081128977, Palmela), Transaction(0x006b, 131926.24252462952, Palmela), Transaction(0x003a, 75081.40840499708, Palmela), Transaction(0x0062, 65034.74479175816, Palmela), Transaction(0x0058, 117707.72301478594, Palmela), Transaction(0x006c, 160879.14666110964, Palmela), Transaction(0x0060, 135986.0618362746, Palmela), Transaction(0x0067, 89301.08253689585, Palmela), Transaction(0x003f, 44405.94702082981, Palmela), Transaction(0x0063, 66614.32743007629, Palmela), Transaction(0x0059, 74197.0921614873, Palmela), Transaction(0x0056, 94647.95145302164, Palmela), Transaction(0x0064, 95966.45222286192, Palmela), Transaction(0x0070, 110864.33640276612, Palmela), Transaction(0x008d, 114914.9831474678, Palmela), Transaction(0x0059, 72672.01007569645, Palmela), Transaction(0x003b, 67270.31523008615, Palmela), Transaction(0x0081, 101970.04305439028, Palmela), Transaction(0x0047, 75076.69496967708, Palmela), Transaction(0x0070, 95893.767303272, Palmela), Transaction(0x006e, 85475.46181878187, Palmela), Transaction(0x002e, 55920.59223987216, Palmela), Transaction(0x0018, 32244.95494138465, Palmela), Transaction(0x006d, 128602.42387463697, Palmela), Transaction(0x0036, 54519.46655497358, Palmela), Transaction(0x0027, 34505.72296017148, Palmela), Transaction(0x005d, 66249.80341459873, Palmela), Transaction(0x0064, 87575.09856645833, Palmela), Transaction(0x0058, 66646.92985201915, Palmela), Transaction(0x0030, 32472.04766265874, Palmela), Transaction(0x0079, 121397.09121478883, Palmela), Transaction(0x001e, 32947.76570067853, Palmela), Transaction(0x0026, 33342.6137245581, Palmela), Transaction(0x005f, 118967.27890952345, Palmela), Transaction(0x0046, 95050.4952275195, Palmela), Transaction(0x002d, 47426.270396948894, Palmela), Transaction(0x0049, 68354.36733716176, Palmela), Transaction(0x005c, 62845.62046418248, Palmela), Transaction(0x0022, 46052.21717338432, Palmela), Transaction(0x0040, 60281.81222138751, Palmela), Transaction(0x0018, 30731.841251052396, Palmela), Transaction(0x008d, 111729.46489250404, Palmela), Transaction(0x006c, 73833.15889206452, Palmela), Transaction(0x0051, 66171.53866306996, Palmela), Transaction(0x0050, 101538.64620923765, Palmela), Transaction(0x0022, 42824.94601280034, Palmela), Transaction(0x004d, 91511.72970646808, Palmela), Transaction(0x0074, 121103.48120755833, Palmela), Transaction(0x008a, 175611.91177656825, Palmela)]);Dict{Any, Any}(Palmela => Transaction[Transaction(0x00d5, 1680.8431171978123, Palmela), Transaction(0x00a5, 1380.5941105421582, Palmela), Transaction(0x0098, 1221.4960053585442, Palmela), Transaction(0x0100, 1160.454509839575, Palmela), Transaction(0x0090, 719.1150771304671, Palmela), Transaction(0x0064, 774.0706293247606, Palmela), Transaction(0x0064, 660.5912770342635, Palmela), Transaction(0x0059, 651.345, Palmela), Transaction(0x0064, 556.2998641392338, Palmela), Transaction(0x0055, 605.6538352290942, Palmela), Transaction(0x0061, 530.5509514228866, Palmela), Transaction(0x0050, 525.2265057532829, Palmela), Transaction(0x004f, 475.54593986978466, Palmela), Transaction(0x0052, 477.9300020828091, Palmela), Transaction(0x0046, 504.6462519028678, Palmela), Transaction(0x0042, 430.5122515696139, Palmela), Transaction(0x0122, 989.6000199374272, Palmela), Transaction(0x002d, 264.5521542925121, Palmela), Transaction(0x0046, 310.35945777360723, Palmela)]);Dict{HouseLocation, Dict{SizeInterval, Int64}}(Palmela => Dict(LessThan75 => 18, LessThan125 => 13, More => 11, LessThan50 => 7));Dict{HouseLocation, Dict{SizeInterval, Int64}}(Palmela => Dict(LessThan75 => 7, LessThan125 => 10, More => 1, LessThan50 => 3));Dict{HouseLocation, Dict{SizeInterval, Int64}}(Palmela => Dict(LessThan75 => 155, LessThan125 => 832, More => 1107, LessThan50 => 120));House[House(0x007a, Palmela, NotSocialNeighbourhood, 1.0, 17), House(0x006e, Palmela, NotSocialNeighbourhood, 1.0, 9), House(0x007c, Palmela, NotSocialNeighbourhood, 1.0, 74), House(0x0074, Palmela, NotSocialNeighbourhood, 1.0, 5), House(0x006b, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x004c, Palmela, NotSocialNeighbourhood, 1.0, 69), House(0x0057, Palmela, NotSocialNeighbourhood, 1.0, 20), House(0x0062, Palmela, NotSocialNeighbourhood, 1.0, 99), House(0x005e, Palmela, NotSocialNeighbourhood, 1.0, 64), House(0x006a, Palmela, NotSocialNeighbourhood, 1.0, 91), House(0x0067, Palmela, NotSocialNeighbourhood, 1.0, 62), House(0x005b, Palmela, NotSocialNeighbourhood, 1.0, 94), House(0x0063, Palmela, NotSocialNeighbourhood, 1.0, 47), House(0x0084, Palmela, NotSocialNeighbourhood, 1.0, 52), House(0x008c, Palmela, NotSocialNeighbourhood, 1.0, 38), House(0x008e, Palmela, NotSocialNeighbourhood, 1.0, 67), House(0x008b, Palmela, NotSocialNeighbourhood, 1.0, 39), House(0x008f, Palmela, NotSocialNeighbourhood, 1.0, 50), House(0x008c, Palmela, NotSocialNeighbourhood, 1.0, 28), House(0x0086, Palmela, NotSocialNeighbourhood, 1.0, 7), House(0x0095, Palmela, NotSocialNeighbourhood, 1.0, 47), House(0x0084, Palmela, NotSocialNeighbourhood, 1.0, 37), House(0x0086, Palmela, NotSocialNeighbourhood, 1.0, 8), House(0x0088, Palmela, NotSocialNeighbourhood, 1.0, 64), House(0x0049, Palmela, NotSocialNeighbourhood, 1.0, 83), House(0x0042, Palmela, NotSocialNeighbourhood, 1.0, 97), House(0x003d, Palmela, NotSocialNeighbourhood, 1.0, 98), House(0x0044, Palmela, NotSocialNeighbourhood, 1.0, 56), House(0x0035, Palmela, NotSocialNeighbourhood, 1.0, 10), House(0x0049, Palmela, NotSocialNeighbourhood, 1.0, 91), House(0x0044, Palmela, NotSocialNeighbourhood, 1.0, 97), House(0x0042, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x003c, Palmela, NotSocialNeighbourhood, 1.0, 74), House(0x0036, Palmela, NotSocialNeighbourhood, 1.0, 62), House(0x0034, Palmela, NotSocialNeighbourhood, 1.0, 64), House(0x003e, Palmela, NotSocialNeighbourhood, 1.0, 15), House(0x0032, Palmela, NotSocialNeighbourhood, 1.0, 87), House(0x0033, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x003d, Palmela, NotSocialNeighbourhood, 1.0, 67), House(0x0041, Palmela, NotSocialNeighbourhood, 1.0, 73), House(0x003b, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x0022, Palmela, NotSocialNeighbourhood, 1.0, 53), House(0x001a, Palmela, NotSocialNeighbourhood, 1.0, 4), House(0x0032, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x001e, Palmela, NotSocialNeighbourhood, 1.0, 81), House(0x0025, Palmela, NotSocialNeighbourhood, 1.0, 55), House(0x001f, Palmela, NotSocialNeighbourhood, 1.0, 82), House(0x001f, Palmela, NotSocialNeighbourhood, 1.0, 87), House(0x002a, Palmela, NotSocialNeighbourhood, 1.0, 54)];Mortgage[Mortgage(51242.5741828737, 44600.032265538255, 35, 0x00e4), Mortgage(48814.27649546814, 43529.33139905735, 35, 0x0108), Mortgage(24008.02069020742, 21677.850119963834, 35, 0x0120), Mortgage(73826.17400013638, 61149.5865228142, 35, 0x00b4), Mortgage(28109.224854704065, 23038.063376318845, 34, 0x00a8), Mortgage(14413.241527333717, 11938.36429676396, 35, 0x00b4), Mortgage(56538.690933318794, 46830.51261883411, 35, 0x00b4), Mortgage(48701.92008862242, 41486.4747076258, 35, 0x00cc), Mortgage(43868.03902012705, 37368.758520607254, 35, 0x00cc), Mortgage(54015.06927753399, 48772.47446289703, 35, 0x0120), Mortgage(1481.1999694787955, 1181.0932568619337, 35, 0x009c), Mortgage(57422.14354516342, 47562.26883752558, 35, 0x00b4), Mortgage(56430.36787882435, 46740.789562168444, 35, 0x00b4), Mortgage(41718.548327652934, 31502.913235744425, 35, 0x0084), Mortgage(125366.38308650364, 117676.22202998331, 35, 0x0198), Mortgage(24791.146275673294, 20534.293761196765, 35, 0x00b4), Mortgage(98323.0105767559, 89263.0117347311, 35, 0x012c), Mortgage(97545.30822186681, 86357.45710494358, 35, 0x00fc), Mortgage(40331.49692250077, 35705.72054107525, 35, 0x00fc), Mortgage(23921.20650431973, 19470.807335111545, 35, 0x00a8), Mortgage(91234.08415927406, 80123.58081920331, 35, 0x00f0), Mortgage(134546.887524713, 120767.71963658062, 35, 0x0114), Mortgage(117959.68767838893, 110100.80480504897, 35, 0x0180), Mortgage(51071.468557121436, 45213.88302117648, 35, 0x00fc), Mortgage(5666.782266776587, 4932.200928041709, 35, 0x00e4), Mortgage(37522.642484145355, 31963.465825353505, 35, 0x00cc), Mortgage(36486.697239844805, 30678.53995040456, 35, 0x00c0), Mortgage(64355.67866164363, 57764.907837081766, 35, 0x0114), Mortgage(80457.60698986756, 73407.71460784046, 35, 0x0138), Mortgage(75918.75758021526, 60536.81777949275, 35, 0x009c), Mortgage(95427.70613333103, 86165.68344153781, 35, 0x0120), Mortgage(28052.133019781802, 22368.475447590532, 35, 0x009c), Mortgage(30900.819390830773, 26625.114528483777, 35, 0x00d8), Mortgage(70117.59231872515, 63973.717321347845, 35, 0x0138), Mortgage(44698.20733053425, 37023.14163765473, 35, 0x00b4), Mortgage(75309.76195743062, 67156.24651598519, 35, 0x0108), Mortgage(54208.44498898606, 48947.08151375683, 35, 0x0120), Mortgage(15017.495596347828, 13070.78730577408, 35, 0x00e4), Mortgage(102105.48830288209, 94346.53639899957, 35, 0x015c), Mortgage(20759.18526659567, 18744.34017817127, 35, 0x0120), Mortgage(5293.066078978565, 4685.98372593543, 35, 0x00fc), Mortgage(22880.36181304657, 19914.39523446359, 35, 0x00e4), Mortgage(42344.211018474154, 36070.693644842424, 35, 0x00cc), Mortgage(18387.080890936108, 15229.861347551403, 35, 0x00b4), Mortgage(91424.50317539171, 71131.39717437669, 35, 0x0090), Mortgage(91348.25073418455, 82930.94291358415, 35, 0x012c), Mortgage(65182.595466730025, 53055.7586092503, 35, 0x00a8), Mortgage(7086.992959021241, 6037.017711263574, 35, 0x00cc), Mortgage(24461.64292899116, 16974.89174388537, 35, 0x006c), Mortgage(16332.871732491883, 13528.377525973294, 35, 0x00b4), Mortgage(25185.131385627337, 23271.32414213826, 35, 0x015c), Mortgage(49276.39298034157, 45849.9895591273, 35, 0x0174), Mortgage(94397.51722282587, 87224.29070825125, 35, 0x015c), Mortgage(47821.645825909436, 45003.064346044106, 35, 0x01a4), Mortgage(27052.70363367549, 21571.54098029156, 35, 0x009c), Mortgage(51294.53933610589, 42486.8268437602, 35, 0x00b4), Mortgage(20947.200045988473, 19280.237724362032, 35, 0x0150), Mortgage(59123.71440528871, 50364.22543161545, 35, 0x00cc), Mortgage(103166.30657351817, 96574.18816310182, 35, 0x018c), Mortgage(151310.85193989275, 138684.53970177425, 35, 0x0144)];House[House(0x006f, Palmela, NotSocialNeighbourhood, 1.0, 12), House(0x0068, Palmela, NotSocialNeighbourhood, 1.0, 11), House(0x003c, Palmela, NotSocialNeighbourhood, 1.0, 58), House(0x006c, Palmela, NotSocialNeighbourhood, 1.0, 97), House(0x002d, Palmela, NotSocialNeighbourhood, 1.0, 53), House(0x0039, Palmela, NotSocialNeighbourhood, 1.0, 48), House(0x0076, Palmela, NotSocialNeighbourhood, 1.0, 7), House(0x0040, Palmela, NotSocialNeighbourhood, 1.0, 63), House(0x0027, Palmela, NotSocialNeighbourhood, 1.0, 47), House(0x0056, Palmela, NotSocialNeighbourhood, 1.0, 96), House(0x0055, Palmela, NotSocialNeighbourhood, 1.0, 100), House(0x0050, Palmela, NotSocialNeighbourhood, 1.0, 11), House(0x004c, Palmela, NotSocialNeighbourhood, 1.0, 25), House(0x0028, Palmela, NotSocialNeighbourhood, 1.0, 58), House(0x003d, Palmela, NotSocialNeighbourhood, 1.0, 93), House(0x0088, Palmela, NotSocialNeighbourhood, 1.0, 1), House(0x003f, Palmela, NotSocialNeighbourhood, 1.0, 55), House(0x0061, Palmela, NotSocialNeighbourhood, 1.0, 97), House(0x004c, Palmela, NotSocialNeighbourhood, 1.0, 73), House(0x0041, Palmela, NotSocialNeighbourhood, 1.0, 61), House(0x0042, Palmela, NotSocialNeighbourhood, 1.0, 30), House(0x007a, Palmela, NotSocialNeighbourhood, 1.0, 17), House(0x006e, Palmela, NotSocialNeighbourhood, 1.0, 9), House(0x007c, Palmela, NotSocialNeighbourhood, 1.0, 74), House(0x0074, Palmela, NotSocialNeighbourhood, 1.0, 5), House(0x006b, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x004c, Palmela, NotSocialNeighbourhood, 1.0, 69), House(0x0057, Palmela, NotSocialNeighbourhood, 1.0, 20), House(0x0062, Palmela, NotSocialNeighbourhood, 1.0, 99), House(0x005e, Palmela, NotSocialNeighbourhood, 1.0, 64), House(0x006a, Palmela, NotSocialNeighbourhood, 1.0, 91), House(0x0067, Palmela, NotSocialNeighbourhood, 1.0, 62), House(0x005b, Palmela, NotSocialNeighbourhood, 1.0, 94), House(0x0063, Palmela, NotSocialNeighbourhood, 1.0, 47), House(0x0084, Palmela, NotSocialNeighbourhood, 1.0, 52), House(0x008c, Palmela, NotSocialNeighbourhood, 1.0, 38), House(0x008e, Palmela, NotSocialNeighbourhood, 1.0, 67), House(0x008b, Palmela, NotSocialNeighbourhood, 1.0, 39), House(0x008f, Palmela, NotSocialNeighbourhood, 1.0, 50), House(0x008c, Palmela, NotSocialNeighbourhood, 1.0, 28), House(0x0086, Palmela, NotSocialNeighbourhood, 1.0, 7), House(0x0095, Palmela, NotSocialNeighbourhood, 1.0, 47), House(0x0084, Palmela, NotSocialNeighbourhood, 1.0, 37), House(0x0086, Palmela, NotSocialNeighbourhood, 1.0, 8), House(0x0088, Palmela, NotSocialNeighbourhood, 1.0, 64), House(0x0049, Palmela, NotSocialNeighbourhood, 1.0, 83), House(0x0042, Palmela, NotSocialNeighbourhood, 1.0, 97), House(0x003d, Palmela, NotSocialNeighbourhood, 1.0, 98), House(0x0044, Palmela, NotSocialNeighbourhood, 1.0, 56), House(0x0035, Palmela, NotSocialNeighbourhood, 1.0, 10), House(0x0049, Palmela, NotSocialNeighbourhood, 1.0, 91), House(0x0044, Palmela, NotSocialNeighbourhood, 1.0, 97), House(0x0042, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x003c, Palmela, NotSocialNeighbourhood, 1.0, 74), House(0x0036, Palmela, NotSocialNeighbourhood, 1.0, 62), House(0x0034, Palmela, NotSocialNeighbourhood, 1.0, 64), House(0x003e, Palmela, NotSocialNeighbourhood, 1.0, 15), House(0x0032, Palmela, NotSocialNeighbourhood, 1.0, 87), House(0x0033, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x003d, Palmela, NotSocialNeighbourhood, 1.0, 67), House(0x0041, Palmela, NotSocialNeighbourhood, 1.0, 73), House(0x003b, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x0022, Palmela, NotSocialNeighbourhood, 1.0, 53), House(0x001a, Palmela, NotSocialNeighbourhood, 1.0, 4), House(0x0032, Palmela, NotSocialNeighbourhood, 1.0, 95), House(0x001e, Palmela, NotSocialNeighbourhood, 1.0, 81), House(0x0025, Palmela, NotSocialNeighbourhood, 1.0, 55), House(0x001f, Palmela, NotSocialNeighbourhood, 1.0, 82), House(0x001f, Palmela, NotSocialNeighbourhood, 1.0, 87), House(0x002a, Palmela, NotSocialNeighbourhood, 1.0, 54)];Dict{HouseLocation, Float64}(Palmela => 3.19556016932657)
