-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,
Oeiras,9.467023259941728,9.164423297561294,8.811805626079586,9.62650055300918,10.066557064046465,10.207978079231692,10.219457659212672,10.601157767786562,10.640003248209544,10.539641239972083,10.499881930161063,10.46998774984584,10.133322626960679,10.079440312700019,10.295627284172923,9.904376124240871,
