-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2026Q4,2027Q1,2027Q2,2027Q3,2027Q4,2028Q1,2028Q2,2028Q3,2028Q4,
Oeiras,9.487175062031522,9.431334862672133,9.097326733858116,9.383605894753991,8.725871025536675,8.818074677429879,9.195550522829652,9.975235527179299,9.99872023691416,10.191921919885297,10.113823424866208,10.24189441405273,10.143361663071095,10.462600056444305,10.530935020416024,10.671927648381525,10.63148073495233,10.66582332649142,10.652211270228266,10.373869133703643,10.366392202937718,10.518136209608778,10.71060074957525,10.200466643605312,9.962031579119364,10.427670485013568,10.146629750692778,10.016787053945885,10.466782823038251,10.032594142621871,10.089570782691048,9.658062599869261,
