Year,Birth Rate,Mortality Rate,Divorces,
2021,28.002607305731356,15.40531508753326,1.6931810353214543,
2022,25.33271532593376,15.736143324419617,2.155802618717371,
2023,25.454852689322763,17.26094988803422,1.7628273998852222,
