-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,9.266385781073431,8.999159711440589,9.029141245386699,9.176896698259227,8.774772221341577,8.98541643928872,7.8083783631361765,7.1769289514290415,7.016706430175857,8.148865119248825,8.136328597686234,8.270505340549498,7.511429617117116,7.321951209964059,8.010621992529614,8.594047697555677,
Cascais,11.545084332659629,12.805336589867087,12.150031390009477,11.872585270886015,10.697005202715816,10.774428386492094,10.37010695238095,10.436720491767229,10.5062727825641,10.570316209870764,10.561128317216625,11.206810833226509,11.347467558304025,11.825075273060076,9.89352051222859,7.21204957620969,
Lisboa,12.472133399043086,12.848049853296118,13.140604887022253,13.653179292762992,11.788065176165013,12.581633414353503,13.490300732114711,12.923222679860428,16.02352721046805,11.33452793573981,10.923014926212648,11.408373317181123,10.763590827263688,10.845633026419206,12.962621524333342,11.360403560793461,
Loures,8.23574841772167,7.894462285165776,6.91787315066425,9.071414987498313,7.443982794936468,7.419603017320746,6.9416813127312444,6.0343714722023805,7.508639183707093,7.56470889040357,6.406287687154334,5.893534595277305,6.675660304528316,6.821288076815427,6.489356847084537,6.5499206496234645,
Mafra,7.155955871348912,5.622835849740861,5.73412008011398,5.946286098410253,6.430771063454982,7.733094287587493,4.676464706405929,6.387642646191051,5.129945725722742,7.623592201516053,6.901110708411496,7.285922530706356,5.438792704964576,6.931860109216373,6.989248422285531,5.414828964335863,
Odivelas,8.870800236889906,8.938544106684752,8.251670424316455,9.10376752444799,7.751760644600699,7.735166037248156,8.562111724308254,7.730149777602062,8.167029294994688,7.962175945852293,8.026961477426543,7.333485185734618,7.156541402892813,6.956225317590985,6.352047755340916,6.857811239838284,
Oeiras,8.058592212978317,7.05991890655137,6.9392438715605955,7.003138209414514,6.71714262432974,5.990893862092712,6.862569800920603,8.451546773199949,5.643268536122317,5.5743364072554105,6.811765049984407,5.850512161757174,5.965533787388494,7.3753175495599494,8.692496543469566,6.09717310986448,
Sintra,7.983017777574461,7.109525072587456,7.674677073235681,7.351960159428799,7.557685844451463,7.3745590228798985,7.329254037535025,6.527572357320133,6.704766579884854,5.910181164783095,5.518164785476571,6.117838109189677,5.4658813029685405,5.3571632115039325,5.100989496130433,6.200972291471206,
VilaFrancaDeXira,7.752591213194802,8.06081189408388,6.035110078782889,6.602224286903775,7.9655508327692965,5.604340917088963,6.641496129803273,6.555099742007991,6.1594211146662765,6.568490749551199,4.537713458953517,5.312075144372625,7.072516626606712,5.476961399252236,6.914372105026082,5.527135117927012,
Alcochete,7.1154422021073325,9.058973377589917,5.193840944676911,7.3305251225861205,6.833556189761523,6.240883614349348,7.195711332577229,0,9.361610748958073,4.268800541089183,4.071078593546531,3.9731442155548033,8.627330709985625,4.248196414858292,0,0,
Almada,8.945654184701905,8.672909445122244,8.239307402836145,8.24507092146979,8.46036632355611,7.891257002078903,8.773970465295733,8.529285382397301,8.543162833349488,6.825984063221915,8.421276713100259,9.029710412176293,9.575953153439153,8.806298886468063,10.500344889799218,6.516521784243494,
Barreiro,7.50122710475693,7.953666392805836,7.053467379848367,7.439221261942488,6.868515000797062,6.606473473726245,5.560349402250715,6.467004074555418,6.613578234427868,5.9376499835597105,8.074519484964442,6.557197449598794,4.860654234137753,6.161986203320467,7.042503943909851,5.174013018649191,
Moita,6.911362756675844,6.1474263444,6.04980502105799,5.679355840631294,6.441355317221626,5.842461269295485,5.302672094169631,4.309785222918155,5.023887764309347,5.18130922742374,5.057641525075076,4.629250736260433,5.223828126678782,5.600056408408309,3.734145470897196,4.981950488484066,
Montijo,6.851870536848102,7.403693799463401,7.032856716025471,6.627980503611619,7.320326328259168,4.387544985138134,5.666076746858867,5.8666334852533515,6.3292181646269965,6.677048912584281,5.4441947481377415,5.477544633477848,5.61707715609747,0,6.902759180488764,7.069108403814116,
Palmela,6.771899436389309,6.88760546857308,6.676251733778367,6.072205450037451,6.831138052228495,5.700235995145668,5.555498392851534,6.583063414590926,6.849579405037681,6.522186556340806,5.836848409852248,3.6038379227595487,4.924777182761755,4.316943285673953,5.765569160108429,6.065173790020011,
Seixal,7.478991485068306,7.942553177940795,6.33667129501511,6.951908359235332,5.790929643895815,7.039747297358547,6.69547081086634,6.731525845491757,5.945665180502337,5.368294451014898,5.242875334841703,5.138072822412324,4.937708364814683,4.919495000014394,5.678132839332248,6.07859125516023,
Sesimbra,5.419270488809129,6.324169950337506,3.650117032859438,5.108852514690241,5.346308554119301,7.6842360925770326,6.6422484716644234,5.266710233896696,4.217972040248561,0,5.768470455954804,2.701829243088809,6.242995944295345,4.327289406100579,5.4184609922251195,4.657718928900508,
Setubal,7.063877203802577,7.908555860146226,6.19678426990014,7.303659098422731,6.441923950844527,5.457496491623268,6.852573033541889,6.185579752205344,6.781915680107853,6.235054807747369,7.530812443048287,5.260381863206775,4.591463474709036,4.912348253072231,5.75715862890671,5.8073537134698086,
