-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,1851.9211026763237,2060.182509852688,2114.1869860217485,2072.8559049668756,2124.912727555383,2129.78010892934,2066.4663982378456,2044.1642950029445,2163.2994818230704,2102.180094670382,2194.608070105447,2164.1923813294156,2239.4318211588206,2280.1239360464206,2372.8914002498714,2462.7020689778483,
Cascais,2531.791318571102,2758.602442209328,2726.6022395890723,2859.0540669731163,2701.630404347085,2767.7605609445764,3178.2208693057864,3176.6616596143567,3010.464881856926,3000.572929945705,3345.4267800620837,2968.7482969986004,2743.7809343448794,2898.0325504051066,3114.2646232743314,2811.3775828571934,
Lisboa,3432.821778922169,3837.6166212107146,4290.7770876197355,4306.518856591596,4403.747085755673,3924.935451389978,4209.066188576202,4498.497488007686,4289.432498211526,4348.991037300295,3922.262110637522,3836.609662056792,4010.605018078005,4200.605608180123,3977.4640726667794,4888.239333768191,
Loures,1669.0794549582145,1710.8301362477323,1974.2135054471864,1983.5356822764718,1884.9908450284609,2074.7771484980785,1894.2765118789832,2046.194546986092,2177.3777216316203,2253.967672023782,2061.6994245298565,2203.0052298113405,2073.810088324471,2215.281372135157,2081.6615088050935,2464.4863398987513,
Mafra,1679.7209450752305,1857.0833271551887,2216.436802155037,1834.4048590928523,2124.665770865631,2121.267931343649,1850.4856951370782,2129.521702915148,2058.409678449968,2347.656521863926,2597.8011340019802,2461.671991125454,2417.771663241921,2504.7227555312534,2496.714495461035,3006.6605949632603,
Odivelas,2013.5060007155635,2019.1906933957525,2167.6760050471526,2425.832536387677,2324.332205233076,2166.082856341063,2308.349083308059,2180.04449263289,2308.482290568765,2344.011861536137,2431.0183457610297,2211.848316813137,2192.7348539815493,2176.08314251863,2244.03385768887,2284.5835398179743,
Oeiras,2643.7237962730946,2679.5600923916963,2603.745037347019,2508.9789668066774,2624.5197795659233,2752.660101070166,2700.5146386005927,2627.7865027167786,2784.130473212293,2824.027638763614,2809.512682892113,2548.3489230686387,2876.5729738604236,3034.888616746455,3072.784916235212,2963.5647622060706,
Sintra,1571.1178283489457,1548.2175953121166,1492.5207405828178,1527.4788221115311,1711.4827512615516,1796.0765642500412,1662.9600213171288,1725.0097244732428,1686.5296403028094,1856.8904084003066,1905.0219593169113,1941.2322395588126,1967.5917613503152,2177.991694764224,2224.846976570961,2268.7917173283995,
VilaFrancaDeXira,1535.1042869831122,1921.2303130434507,1645.2136213026859,1790.302901474084,1530.9023656648478,1461.5308373790242,1733.0965636941955,1698.2067394358642,1781.4163429894975,1934.0851515843083,2066.1279267061554,2048.419538130003,1922.3714747861445,1956.9452465902818,2224.314722905475,2372.8373108724013,
Alcochete,1616.0859763098485,2153.7017417392362,2213.125013949505,2784.8832725669713,3461.665014586082,2183.6809425491197,1984.2618053422727,3259.0050385965656,3140.928,1929.4116497572666,2581.319431697864,3118.615409890185,2418.9877669327457,2650.808723486064,2203.246603184285,2945.194,
Almada,1967.9992848089782,2263.6911853262814,2263.269574476632,2197.4416159112643,2263.526603991292,1905.2535252663947,2428.508668022742,2296.1188140209856,2215.530358797995,2323.7658476251836,2516.009781990665,2450.8763974412286,2409.4208839587855,2720.54925471903,2654.5929077953606,2640.2536249508385,
Barreiro,1232.0937595525886,1306.6854938902516,1413.9117205811485,1352.0912189633627,1508.7480421328862,1705.852791027989,1361.4569502315348,1437.9039994462944,1404.0719111243736,1634.9436407546236,1722.396218003854,1792.0113509818534,1820.3840242625824,1899.057051347939,2057.49201504598,2039.1445229294866,
Moita,965.6070308535474,1084.0239733850626,1201.7246727355691,1139.4187262132577,1094.3844971790681,1128.7663888963002,1242.384971187848,1450.3758712341769,1487.0780477976941,1526.8259639645787,1575.9224496610207,1509.5057541205526,1656.5234537331785,2303.7610800095654,2051.719589787912,2438.903979726516,
Montijo,1517.8597345873582,1712.736453761051,1741.8716867526814,1425.1545516862993,1816.2067814474237,1591.7588335868647,1746.3448304927133,2274.1042394073615,2126.4140334556723,2427.2779313410147,2618.858837227026,2458.8189112627806,2779.7999999999997,3091.6715667595636,2952.990952902447,2992.860616379091,
Palmela,1305.724601600315,1353.51586979465,1492.8904346776528,1807.971129240979,1695.890711566691,1772.1996983085144,1873.3154486444505,2064.472132145558,2128.2255779937695,2320.798622252194,2190.147854976015,2135.221614525082,2254.3538213439433,2120.9687840435868,2135.3760128899003,2540.625369742787,
Seixal,1522.2744026397672,1867.822338185737,1535.9678076319417,1611.6554320358641,1778.7716495181332,1802.0195057656108,1862.5543019441325,1894.3768975109294,2109.9748498198696,1949.1251896633955,2102.560210630968,2092.6817828555595,2120.9978274800187,2340.547770638628,2201.5602990503176,2560.412707141253,
Sesimbra,1562.1525532643614,1902.4836650664274,1694.900833276436,1719.5756068976561,1719.9249592025585,1953.9494059496456,1559.5952545759358,1914.8861777703046,2110.6545948003595,2019.3872310200572,2225.685776757149,1376.1322884197134,1970.1177975709152,2782.246813674862,2943.442062117208,2868.0302307321463,
Setubal,1406.168872315603,1353.5163370036926,1336.243924406649,1631.8091289479387,1817.9580535613954,1544.9650734550985,1400.60171582989,1892.1165376859758,1935.4537842746277,1740.3490599747954,1927.9422099721057,1844.5754971401088,2069.5393588561356,2103.018854787767,2234.222000006317,2377.9188148454177,
