-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,2034.7154868503624,2237.9296373423513,2544.6876093758406,2902.8041000767466,3666.1052970608403,4890.594476275273,6213.891226746156,7409.364841528348,8317.943735273266,9941.292316537103,11192.939394948397,10967.343929423385,
Cascais,3143.813907736362,3656.5697140631883,4234.5141220799105,4636.932389111474,4874.426129071928,5223.28395746679,6394.810485314503,7802.125385406645,9278.205261435933,10787.600964535452,11684.900752478123,12399.45285549355,
Lisboa,3473.9987785866715,4241.450952314278,5043.7801822069705,6077.717796510344,7089.486195295029,8320.987428570079,9796.642492294754,11229.087380934961,12204.462262318903,12973.308051118789,14240.052609471197,14143.997442732709,
Loures,2128.9980786745627,2513.4036305828095,2812.2931007572975,3295.1926585535875,3800.8351663624417,4607.676347178947,5613.994215265779,6718.193983686554,7302.914461351348,8887.410794713493,10566.05040424027,11824.365630214375,
Mafra,1726.8708693285564,1912.3591306091153,2183.124087663313,2447.440358657239,2811.2442428666336,3193.965130105866,3896.8543434197445,4451.1481357654975,5232.646972072222,6433.765286194178,7381.675978495779,7941.587865678011,
Odivelas,2247.731849642785,2524.8189540461667,2829.483219887122,3312.0164831096927,3812.474499141614,4821.775090906391,5976.785193518826,7133.221850569105,7716.394502633639,8922.407072011265,10056.969342111845,11403.732272760048,
Oeiras,2818.153462838968,3134.268077747442,3457.7528426003664,4087.164321942533,4485.855365145598,5087.741641930333,5953.776001164108,7104.705540198739,7705.504311295424,8636.297826640464,9439.564317026648,10596.42111417653,
Sintra,1713.9380512048883,1952.6580593268711,2376.586987320262,3087.013607263137,4007.188406091846,5271.720789335206,6439.499298359054,7990.131530896244,9488.259709727157,10268.852643511565,11882.262142585594,12615.454411325743,
VilaFrancaDeXira,1544.579237688069,1687.2629007837422,1879.0156204542577,2207.145447796992,2563.479349052874,3044.6485685010016,3706.053060353178,4779.442903939221,5959.37469856187,6686.2535229605055,7410.555914705391,8202.19563070289,
Alcochete,1731.1202160432736,2173.8709822463316,2364.0744018021655,2780.3630056874676,2777.144436581375,3112.0237549297744,3081.5020071627223,3292.960295802997,3246.3066164130387,3271.6115602848854,2858.6502296182257,2932.821570764171,
Almada,2029.910273371762,2119.9299050070185,2557.3696096661583,2914.2867208943007,3383.4791609821878,4101.573719584987,5455.0221636486385,6837.217106878018,8282.544886260708,8623.561337517156,8534.019774900602,9109.98215151968,
Barreiro,1324.9629142022256,1470.0073971407523,1658.2540050819687,1763.5037298665907,2026.0284878501957,2231.7033804340635,2530.828031918715,2969.0655122718276,3414.7585249737153,4080.826222119268,4665.540070067552,5432.338837933463,
Moita,1062.689641534293,1183.5345456533569,1320.8282279240452,1566.7220916557674,1965.569074842152,2321.2884355091524,2537.545320210719,3617.1547486452796,4186.474521378334,4848.604881565346,3758.1264767536786,3229.3084863272084,
Montijo,1667.42355707241,1793.6758654109644,2063.5223274686705,2235.2792569735534,2666.725279141681,2831.420045964042,2948.041532367692,3199.5780267923983,3572.2110437636193,3782.041161083878,4274.0208281687665,4799.481116515722,
Palmela,1316.0255892126668,1649.6172665652539,1948.2125335470137,2116.9522760785067,2377.5367202746424,2836.98614197741,2960.352142185248,3468.171780344876,3996.365449488961,4636.354694150696,5314.373556833776,6095.409032441769,
Seixal,1653.370634171927,1903.15902029216,2270.86690993555,2624.3973163040478,3152.710273730254,3806.602024263791,4644.931367323563,5743.519208535832,6816.602766253176,8181.02812814817,9083.261425805307,10362.891737872651,
Sesimbra,1673.127119600178,1920.1239551540507,2071.3651688497043,2200.7105639807255,2352.8261119223585,2532.478367195052,2649.3436941059254,3046.2633331232905,3305.392018793328,3615.4507703560757,4208.835169651885,4817.714856806047,
Setubal,1510.2738892811735,1689.6364214735158,1807.1630309537416,2141.162701146103,2588.0888090681756,3195.9705985691453,3819.5903593807307,4647.917314336764,5481.54054787397,6183.18357324928,7101.881234771824,7548.989176210611,
