-,2021Q1,
Amadora,6.687431868449646,
Cascais,7.448900902609707,
Lisboa,7.870844450322042,
Loures,5.213542689072056,
Mafra,4.69626342160592,
Odivelas,5.499728111948611,
Oeiras,7.058994563716526,
Sintra,5.227734496717191,
VilaFrancaDeXira,5.151559477652002,
Alcochete,5.075673696956517,
Almada,6.030119783239458,
Barreiro,5.398788592894496,
Moita,4.452100957858619,
Montijo,4.470177023528878,
Palmela,4.611063343805032,
Seixal,4.978501727351403,
Sesimbra,4.203845415937112,
Setubal,4.838036281777908,
