-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2026Q4,2027Q1,2027Q2,2027Q3,2027Q4,2028Q1,2028Q2,2028Q3,2028Q4,2029Q1,2029Q2,2029Q3,2029Q4,2030Q1,2030Q2,2030Q3,2030Q4,
Lisboa,8.120022190076522,9.534022287600184,9.697084959353552,10.03360430720385,9.978916359830961,9.790604492553332,9.77135151868818,9.686423003955621,10.647678634180751,10.079443373983592,9.958699940799967,10.557837679781443,11.221011946656441,11.160243550402814,11.281721606412036,11.175325900967657,11.490592963460589,12.16807977691531,11.721972128920646,12.278977017518619,12.076247298033573,11.847272806314514,11.550995517672014,12.918190942791067,11.920765938336633,12.149301815859642,12.442329646968066,12.521050665668053,12.47131742829153,12.193419590319442,12.830688747116083,12.872665168512965,13.059950521215356,13.075323260415006,13.800740139593003,13.693257113288533,13.275971536871333,13.206799097585114,13.883642585720779,14.883153634160667,
