Year,Birth Rate,Mortality Rate,Divorces,
2021,13.078857264308601,14.068728181264039,2.0261048502823846,
2022,13.171599384179984,15.848824390476894,2.045280095579331,
2023,13.84575878573635,17.08640058494885,1.0532223951295254,
2024,12.626138871958265,18.43996400237714,1.9360278472539176,
2025,11.894514341205744,18.230857228008222,1.68933034414231,
2026,12.766805537915705,19.436907983922872,1.8669981391299886,
2027,10.24864930415827,19.515041190330585,1.5123215552621323,
2028,11.197424073019153,20.105977276127174,1.8792116017149323,
2029,11.960890824302407,19.47371330339031,1.8684726058122796,
2030,11.188569749854333,22.71032719950701,1.784829944562336,
