-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1730.3715141037023,1838.0807472226463,1771.2416278709916,1970.950948978462,1904.0895368724146,1926.7181448736728,1969.3019409544186,1857.8098971315655,2015.5244456134608,2082.230030918295,2018.9387358684903,1888.198269961055,
Cascais,2446.5018980901477,2634.2334944712475,3100.945271886233,2852.5475555337625,2507.3364601710973,2982.8364897103615,2825.8800737916467,3074.794881284672,2937.358353906721,2896.3029880844265,2956.551837029312,2746.0955546957507,
Lisboa,3251.686652009482,3863.82063252587,3822.6937277548495,4137.267982854761,3917.4978655829254,3974.6533999600406,3891.3061906560647,3610.139201876614,3881.433981809006,3617.3373949546835,3993.1504670788536,3941.540415802273,
Loures,1645.5491162967778,1811.372671916979,1794.7287707683138,1794.8626160030028,1677.1048609867244,1895.4036345966088,1976.4554338497217,1725.3268482416015,1888.519179909399,2078.4603256878036,2086.360052477206,2154.3948856236484,
Mafra,1553.5307763605747,1524.5594407362075,1659.715985823234,1901.0278956288512,1742.909625801731,1887.7526559815249,1827.4578036780285,1671.109734380425,1947.1825051097278,1976.0097465090662,2228.797418568449,2261.7314990538457,
Odivelas,1916.2291340115678,2272.099584230499,2058.3578663991516,2026.1218795231248,2008.7117882715643,1894.9508823215745,1940.0444527555428,2109.1107944359314,1972.8033114701957,1920.2293596772824,1848.1884492715649,1957.2415826866606,
Oeiras,2453.9362503296943,2362.318246450518,2342.5812740176384,2274.515781360815,2559.0078469325836,2385.463275387501,2410.8350760943526,2576.6655831311778,2471.99939960291,2450.3664181257013,2660.5454433533628,2274.863644938755,
Sintra,1430.5667989965787,1418.8405561236575,1426.389278015085,1504.7751768526525,1496.2968943722783,1533.2139646078863,1592.517878114003,1603.8905600455705,1676.826854073592,1683.7718602397965,1812.7217346943407,1752.264328498539,
VilaFrancaDeXira,1311.6966261442744,1504.114549386879,1366.994786294563,1533.8334902502195,1787.928190216432,1478.2902838773734,1592.1833513208226,1801.180935209682,1613.035450281904,1734.7767479355357,1717.9515903065942,1792.5932109192004,
Alcochete,1584.738599044522,2398.031656401322,2157.3576910936604,1873.050946186598,2600.190548360545,2149.063764213333,2631.2614883786105,1286.7054682906587,2771.925270417836,1065.0846219126934,2562.9100000000003,2726.903080427345,
Almada,1964.5761226261795,1938.7209871740947,1917.6677478180925,1726.0782493689564,1919.8390735025248,1773.8694832235878,2086.676163090266,2093.4310454275114,2109.4848354102305,2121.2868554319725,2056.3785459781484,2459.0437632478274,
Barreiro,1137.2870524767834,1357.2691558940483,1435.5095936661232,1241.14309963694,1449.9705490494985,1514.6550158555879,1596.768199366976,1636.6279175492657,1539.4401325364702,1477.5890487597153,1700.3204322115478,1605.9703608888474,
Moita,931.2903306134283,1087.2946199750118,1083.0056208019214,1236.0619822319877,1222.2047276385733,1326.681833490617,1507.3577161007747,960.572375339948,1325.8593168136435,1237.685746124773,1400.811885165074,1360.4364770896489,
Montijo,1377.5246855506648,1485.31892218764,1571.231361005002,1711.9195331260617,1544.5380100661857,1845.744562382032,1696.5620538650144,2338.4109405654867,2055.8134783054848,2102.5714930365984,2176.0572719064126,2133.000438325821,
Palmela,1213.1667445525486,1377.972225795938,1422.4204654426505,1611.9696374542543,1569.03539763719,1849.4637954283844,1914.6087214748318,2002.7886470914289,1801.8179955932383,2013.3525194093172,1905.7281484226396,1623.7888429731108,
Seixal,1605.3389104219839,1380.3777221572366,1401.745961009584,1502.1594140019872,1821.8376047874133,1760.3497471312623,1678.1078467889627,1813.8945630316746,1945.0776397734357,1865.727554083998,2020.9238286931252,2132.488330666467,
Sesimbra,1470.3617764973228,1343.9083258706414,1564.053854304457,1822.9317320715977,1640.7190048845466,1564.3821372495686,1766.7719001348241,1781.7799860177197,1798.9047481450891,2303.225862645938,1983.2638607281006,1661.2977408684085,
Setubal,1253.3928722339233,1404.1572978549407,1400.799250566882,1394.0114015418258,1430.2082387239407,1334.709256736305,1436.1621562955265,1474.0765081693241,1555.8479447677366,1460.4509172646221,1748.0446193571327,1565.758488386024,
